gwcode,year,infmort
553,1989,142.1
553,1990,138.2
553,1991,133.7
553,1992,129.1
553,1993,124.9
553,1994,121.2
553,1995,118.1
553,1996,115.8
553,1997,113.5
553,1998,110.6
553,1999,106.5
553,2000,101.1
553,2001,94.4
553,2002,87.1
553,2003,80.2
553,2004,74
553,2005,69.2
553,2006,65.8
553,2007,63.4
553,2008,60.5
553,2009,58.4
553,2010,56.2
553,2011,52.9
553,2012,49.2
553,2013,46.4
553,2014,44.1
553,2015,42
553,2016,40.2
553,2017,38.5
560,1970,83.70496370964942
560,1971,82.0665238297445
560,1972,80.46015475091386
560,1973,78.88522871971098
560,1974,90.7
560,1975,86.4
560,1976,82.3
560,1977,78.4
560,1978,74.7
560,1979,71.2
560,1980,68
560,1981,65
560,1982,62.2
560,1983,59.6
560,1984,57.3
560,1985,55.1
560,1986,53.1
560,1987,51.2
560,1988,49.6
560,1989,48.1
560,1990,46.9
560,1991,46.1
560,1992,45.7
560,1993,45.7
560,1994,46.2
560,1995,47.1
560,1996,48.2
560,1997,49.2
560,1998,50.3
560,1999,51.2
560,2000,52.1
560,2001,52.9
560,2002,53.6
560,2003,53.5
560,2004,52.9
560,2005,52
560,2006,50.5
560,2007,47.2
560,2008,44.8
560,2009,40.4
560,2010,38.4
560,2011,37.3
560,2012,36.1
560,2013,34.2
560,2014,32.5
560,2015,31.8
560,2016,30
560,2017,28.8
565,1990,49
565,1991,48
565,1992,47.3
565,1993,46.8
565,1994,46.7
565,1995,46.7
565,1996,46.9
565,1997,47.2
565,1998,47.5
565,1999,47.7
565,2000,47.9
565,2001,47.7
565,2002,47.3
565,2003,46.8
565,2004,45.7
565,2005,42.7
565,2006,40.7
565,2007,39.5
565,2008,39.1
565,2009,39.5
565,2010,38.2
565,2011,37.9
565,2012,38.2
565,2013,37
565,2014,36.1
565,2015,34.8
565,2016,32.7
565,2017,31.8
570,1970,133.1
570,1971,130.3
570,1972,127.4
570,1973,124.3
570,1974,120.8
570,1975,117.1
570,1976,113
570,1977,108.7
570,1978,104.2
570,1979,99.8
570,1980,95.5
570,1981,91.5
570,1982,87.7
570,1983,84.3
570,1984,81.3
570,1985,78.6
570,1986,76.4
570,1987,74.5
570,1988,73
570,1989,71.9
570,1990,71.2
570,1991,71
570,1992,71.2
570,1993,72
570,1994,73.1
570,1995,74.6
570,1996,76.2
570,1997,78
570,1998,79.6
570,1999,81.1
570,2000,82.5
570,2001,83.7
570,2002,84.7
570,2003,85.5
570,2004,85.7
570,2005,85.5
570,2006,84.3
570,2007,81.8
570,2008,82.1
570,2009,79.2
570,2010,74.5
570,2011,73
570,2012,72.8
570,2013,72
570,2014,70.9
570,2015,70.5
570,2016,68.4
570,2017,66.5
571,1970,85
571,1971,81.8
571,1972,78.7
571,1973,75.4
571,1974,72.1
571,1975,68.8
571,1976,65.6
571,1977,62.5
571,1978,59.4
571,1979,56.6
571,1980,53.9
571,1981,51.3
571,1982,49
571,1983,46.8
571,1984,44.8
571,1985,42.9
571,1986,41.3
571,1987,40.1
571,1988,39.3
571,1989,39.1
571,1990,39.5
571,1991,40.4
571,1992,41.7
571,1993,43.1
571,1994,44.6
571,1995,46
571,1996,47.5
571,1997,48.7
571,1998,49.7
571,1999,50.3
571,2000,50
571,2001,49.3
571,2002,48.4
571,2003,47.4
571,2004,46.1
571,2005,42.5
571,2006,41.1
571,2007,41.8
571,2008,41.5
571,2009,40.3
571,2010,38.5
571,2011,38.9
571,2012,36.8
571,2013,34.8
571,2014,34.4
571,2015,33.1
571,2016,32.3
571,2017,30.8
572,1970,120.4
572,1971,117.6
572,1972,114.2
572,1973,110.3
572,1974,106
572,1975,101.5
572,1976,97.3
572,1977,93.4
572,1978,89.8
572,1979,86.3
572,1980,82.7
572,1981,79
572,1982,75.1
572,1983,71
572,1984,66.8
572,1985,62.9
572,1986,59.4
572,1987,56.4
572,1988,54.2
572,1989,52.7
572,1990,52
572,1991,52.4
572,1992,53.8
572,1993,56.4
572,1994,60
572,1995,64.1
572,1996,68.2
572,1997,72
572,1998,75.4
572,1999,78.2
572,2000,80.3
572,2001,81.9
572,2002,82.7
572,2003,82.8
572,2004,81.7
572,2005,80
572,2006,72.6
572,2007,70.6
572,2008,69
572,2009,64.6
572,2010,60.6
572,2011,56.4
572,2012,51.3
572,2013,48.7
572,2014,46.5
572,2015,42.5
572,2016,41.2
572,2017,40.8
580,1970,92.6
580,1971,93.6
580,1972,94.8
580,1973,96.1
580,1974,97.6
580,1975,99.1
580,1976,100.4
580,1977,101.7
580,1978,102.8
580,1979,103.8
580,1980,105.1
580,1981,106.7
580,1982,108.2
580,1983,109.2
580,1984,109.5
580,1985,109.1
580,1986,108
580,1987,106
580,1988,103.4
580,1989,100.6
580,1990,97.7
580,1991,95
580,1992,92.4
580,1993,90
580,1994,87.7
580,1995,85.1
580,1996,82.2
580,1997,79
580,1998,75.5
580,1999,71.9
580,2000,68.5
580,2001,65.2
580,2002,62.1
580,2003,59.3
580,2004,56.6
580,2005,54
580,2006,51.7
580,2007,49.4
580,2008,47.1
580,2009,45
580,2010,42.9
580,2011,40.9
580,2012,39
580,2013,37.4
580,2014,36.1
580,2015,34.9
580,2016,33.7
580,2017,32.7
581,1975,135.3
581,1976,132.1
581,1977,128.8
581,1978,125.4
581,1979,121.8
581,1980,118.3
581,1981,114.8
581,1982,111.4
581,1983,108
581,1984,104.7
581,1985,101.5
581,1986,98.4
581,1987,95.6
581,1988,92.9
581,1989,90.3
581,1990,87.7
581,1991,85.2
581,1992,82.8
581,1993,80.6
581,1994,78.6
581,1995,76.9
581,1996,75.5
581,1997,74.5
581,1998,73.6
581,1999,73.1
581,2000,72.7
581,2001,72.4
581,2002,72.3
581,2003,72
581,2004,71.4
581,2005,70.3
581,2006,69
581,2007,67.5
581,2008,65.9
581,2009,64.3
581,2010,62.6
581,2011,60.9
581,2012,59.5
581,2013,57.9
581,2014,56.4
581,2015,54.9
581,2016,53.6
581,2017,52.2
590,1970,58.2
590,1971,59
590,1972,60.5
590,1973,58.7
590,1974,54
590,1975,48.5
590,1976,43.7
590,1977,39.7
590,1978,36.7
590,1979,34.3
590,1980,32.2
590,1981,30.1
590,1982,28
590,1983,25.9
590,1984,24.3
590,1985,23.7
590,1986,24.1
590,1987,24.3
590,1988,23.3
590,1989,21.4
590,1990,19.8
590,1991,18.7
590,1992,18.4
590,1993,18.4
590,1994,18.8
590,1995,19.4
590,1996,19.9
590,1997,19.8
590,1998,19.1
590,1999,17.8
590,2000,16.3
590,2001,15.1
590,2002,14.2
590,2003,13.8
590,2004,13.7
590,2005,13.9
590,2006,14.1
590,2007,14.2
590,2008,13.9
590,2009,13.6
590,2010,13.2
590,2011,13.2
590,2012,13.1
590,2013,13.1
590,2014,13
590,2015,12.8
590,2016,12.2
590,2017,11.6
600,1970,120.1
600,1971,118.1
600,1972,116.1
600,1973,114
600,1974,111.7
600,1975,109.1
600,1976,106.3
600,1977,103.3
600,1978,100
600,1979,96.8
600,1980,93.4
600,1981,90.1
600,1982,86.7
600,1983,83.4
600,1984,80
600,1985,76.7
600,1986,73.6
600,1987,70.6
600,1988,67.8
600,1989,65.2
600,1990,62.7
600,1991,60.3
600,1992,58.1
600,1993,55.9
600,1994,53.8
600,1995,51.6
600,1996,49.5
600,1997,47.5
600,1998,45.6
600,1999,43.8
600,2000,42
600,2001,40.3
600,2002,38.6
600,2003,37.1
600,2004,35.6
600,2005,34.1
600,2006,32.7
600,2007,31.4
600,2008,30.1
600,2009,28.8
600,2010,27.5
600,2011,26.3
600,2012,25.1
600,2013,24
600,2014,22.9
600,2015,21.8
600,2016,20.9
600,2017,20
615,1970,145.3
615,1971,142.9
615,1972,139.9
615,1973,136.3
615,1974,132.2
615,1975,127.8
615,1976,123.1
615,1977,118.3
615,1978,113.2
615,1979,107.7
615,1980,101.6
615,1981,94.4
615,1982,86
615,1983,76.7
615,1984,67.4
615,1985,59.3
615,1986,52.9
615,1987,48.4
615,1988,45.2
615,1989,43.2
615,1990,41.8
615,1991,40.9
615,1992,40
615,1993,39.1
615,1994,38.1
615,1995,37.2
615,1996,36.3
615,1997,35.5
615,1998,34.9
615,1999,34.4
615,2000,33.9
615,2001,33.3
615,2002,32.4
615,2003,31.3
615,2004,30.1
615,2005,28.8
615,2006,27.5
615,2007,26.4
615,2008,25.3
615,2009,24.3
615,2010,23.5
615,2011,22.9
615,2012,22.4
615,2013,22.1
615,2014,21.8
615,2015,21.4
615,2016,21
615,2017,20.6
616,1970,121.1
616,1971,115.3
616,1972,109.8
616,1973,104.4
616,1974,98.9
616,1975,93.4
616,1976,88
616,1977,82.7
616,1978,77.7
616,1979,73.1
616,1980,69
616,1981,65.3
616,1982,62
616,1983,59
616,1984,56.2
616,1985,53.6
616,1986,51.2
616,1987,49.1
616,1988,47.2
616,1989,45.4
616,1990,43.9
616,1991,42.3
616,1992,40.8
616,1993,39.2
616,1994,37.5
616,1995,35.6
616,1996,33.8
616,1997,31.8
616,1998,29.9
616,1999,28.1
616,2000,26.3
616,2001,24.8
616,2002,23.3
616,2003,22
616,2004,20.8
616,2005,19.6
616,2006,18.5
616,2007,17.5
616,2008,16.6
616,2009,15.7
616,2010,14.9
616,2011,14.2
616,2012,13.6
616,2013,13
616,2014,12.5
616,2015,12
616,2016,11.6
616,2017,11.2
620,1970,95.1
620,1971,89.9
620,1972,85.2
620,1973,80.7
620,1974,76.4
620,1975,72.4
620,1976,68.7
620,1977,65.3
620,1978,62.3
620,1979,59.5
620,1980,56.9
620,1981,54.5
620,1982,52.2
620,1983,49.9
620,1984,47.8
620,1985,45.6
620,1986,43.6
620,1987,41.4
620,1988,39.4
620,1989,37.4
620,1990,35.7
620,1991,33.9
620,1992,32.3
620,1993,30.9
620,1994,29.6
620,1995,28.4
620,1996,27.4
620,1997,26.5
620,1998,25.6
620,1999,24.9
620,2000,24.1
620,2001,23.4
620,2002,22.7
620,2003,21.9
620,2004,20.9
620,2005,19.8
620,2006,18.6
620,2007,17.3
620,2008,16.1
620,2009,15.1
620,2010,14.2
620,2011,13.9
620,2012,12.9
620,2013,12.3
620,2014,11.8
620,2015,11.4
620,2016,11
620,2017,10.6
625,1970,95.3
625,1971,94.8
625,1972,94.3
625,1973,93.9
625,1974,93.4
625,1975,92.8
625,1976,92.2
625,1977,91.6
625,1978,91.1
625,1979,90.5
625,1980,90
625,1981,89.5
625,1982,89
625,1983,88.5
625,1984,87.9
625,1985,87.2
625,1986,86.4
625,1987,85.4
625,1988,84.4
625,1989,83.3
625,1990,82.1
625,1991,80.9
625,1992,79.7
625,1993,78.4
625,1994,77
625,1995,75.6
625,1996,74.1
625,1997,72.5
625,1998,70.9
625,1999,69.1
625,2000,67.2
625,2001,65.3
625,2002,63.4
625,2003,61.6
625,2004,59.8
625,2005,58.2
625,2006,56.6
625,2007,55.1
625,2008,53.8
625,2009,52.5
625,2010,51.4
625,2011,50.2
625,2012,49.2
625,2013,48.1
625,2014,47
625,2015,45.9
625,2016,44.8
625,2017,43.7
626,2011,65.7
626,2012,63.7
626,2013,62.8
626,2014,62.5
626,2015,62.5
626,2016,62.5
626,2017,62.5
630,1970,132.86660581194326
630,1971,125.6
630,1972,120.1
630,1973,114.9
630,1974,109.8
630,1975,104.5
630,1976,99
630,1977,93.3
630,1978,87.5
630,1979,81.8
630,1980,76.3
630,1981,71.2
630,1982,66.7
630,1983,62.7
630,1984,59.2
630,1985,56.1
630,1986,53.3
630,1987,50.7
630,1988,48.2
630,1989,45.9
630,1990,43.7
630,1991,41.7
630,1992,40
630,1993,38.4
630,1994,36.9
630,1995,35.5
630,1996,34.1
630,1997,32.6
630,1998,31.2
630,1999,29.7
630,2000,28.2
630,2001,26.8
630,2002,25.4
630,2003,24.2
630,2004,22.9
630,2005,21.8
630,2006,20.7
630,2007,19.6
630,2008,18.6
630,2009,17.6
630,2010,16.8
630,2011,16.1
630,2012,15.4
630,2013,14.9
630,2014,14.3
630,2015,13.8
630,2016,13.3
630,2017,12.8
640,1970,126.6
640,1971,122.9
640,1972,119.2
640,1973,115.6
640,1974,112
640,1975,108.3
640,1976,104.5
640,1977,100.7
640,1978,96.9
640,1979,93.1
640,1980,89.3
640,1981,85.5
640,1982,81.7
640,1983,78
640,1984,74.4
640,1985,70.9
640,1986,67.5
640,1987,64.3
640,1988,61.2
640,1989,58.3
640,1990,55.4
640,1991,52.8
640,1992,50.2
640,1993,47.6
640,1994,45.2
640,1995,42.8
640,1996,40.5
640,1997,38.2
640,1998,36
640,1999,33.9
640,2000,31.9
640,2001,29.9
640,2002,28.1
640,2003,26.3
640,2004,24.6
640,2005,23.1
640,2006,21.6
640,2007,20.2
640,2008,18.8
640,2009,17.6
640,2010,16.4
640,2011,15.3
640,2012,14.3
640,2013,13.3
640,2014,12.4
640,2015,11.6
640,2016,10.8
640,2017,10
645,1970,80.5
645,1971,77.3
645,1972,74.1
645,1973,71.1
645,1974,68.2
645,1975,65.5
645,1976,62.9
645,1977,60.6
645,1978,58.4
645,1979,56.3
645,1980,54.5
645,1981,52.8
645,1982,51.2
645,1983,49.7
645,1984,48.4
645,1985,47.1
645,1986,45.9
645,1987,44.8
645,1988,43.8
645,1989,43
645,1990,42.2
645,1991,41.5
645,1992,40.8
645,1993,40.2
645,1994,39.6
645,1995,39
645,1996,38.4
645,1997,37.7
645,1998,37.1
645,1999,36.5
645,2000,35.9
645,2001,35.3
645,2002,34.8
645,2003,34.2
645,2004,33.7
645,2005,33.2
645,2006,32.6
645,2007,32
645,2008,31.4
645,2009,30.8
645,2010,30.2
645,2011,29.5
645,2012,28.9
645,2013,28.1
645,2014,27.4
645,2015,26.7
645,2016,26
645,2017,25.3
651,1970,162.3
651,1971,160.1
651,1972,157.3
651,1973,153.6
651,1974,149
651,1975,143.8
651,1976,138
651,1977,131.9
651,1978,125.8
651,1979,119.8
651,1980,114.1
651,1981,108.3
651,1982,102.4
651,1983,96.3
651,1984,89.9
651,1985,83.8
651,1986,78.2
651,1987,73.3
651,1988,69.1
651,1989,65.8
651,1990,62.9
651,1991,60.2
651,1992,57.6
651,1993,55
651,1994,52.2
651,1995,49.5
651,1996,46.7
651,1997,44.1
651,1998,41.6
651,1999,39.4
651,2000,37.3
651,2001,35.4
651,2002,33.7
651,2003,32.2
651,2004,30.8
651,2005,29.6
651,2006,28.4
651,2007,27.3
651,2008,26.2
651,2009,25.2
651,2010,24.3
651,2011,23.3
651,2012,22.4
651,2013,21.6
651,2014,20.9
651,2015,20.1
651,2016,19.4
651,2017,18.8
652,1970,74.1
652,1971,70.6
652,1972,67.4
652,1973,64.4
652,1974,61.5
652,1975,58.8
652,1976,56.2
652,1977,53.7
652,1978,51.3
652,1979,49.1
652,1980,46.9
652,1981,44.8
652,1982,42.8
652,1983,40.9
652,1984,39.1
652,1985,37.4
652,1986,35.9
652,1987,34.4
652,1988,33.1
652,1989,31.7
652,1990,30.5
652,1991,29.3
652,1992,28.1
652,1993,26.9
652,1994,25.8
652,1995,24.7
652,1996,23.6
652,1997,22.6
652,1998,21.7
652,1999,20.7
652,2000,19.9
652,2001,19
652,2002,18.2
652,2003,17.5
652,2004,16.8
652,2005,16.1
652,2006,15.4
652,2007,14.8
652,2008,14.3
652,2009,13.9
652,2010,13.8
652,2011,13.8
652,2012,14.1
652,2013,14.1
652,2014,14
652,2015,14
652,2016,14.1
652,2017,14
660,1970,47.3
660,1971,46.8
660,1972,46.3
660,1973,45.7
660,1974,45.1
660,1975,44.4
660,1976,43.6
660,1977,42.7
660,1978,41.8
660,1979,40.7
660,1980,39.6
660,1981,38.4
660,1982,37.2
660,1983,35.9
660,1984,34.6
660,1985,33.2
660,1986,31.9
660,1987,30.6
660,1988,29.3
660,1989,28.1
660,1990,26.9
660,1991,25.7
660,1992,24.7
660,1993,23.6
660,1994,22.7
660,1995,21.7
660,1996,20.8
660,1997,19.9
660,1998,19
660,1999,18
660,2000,17.1
660,2001,16.1
660,2002,15.1
660,2003,14.2
660,2004,13.2
660,2005,12.2
660,2006,11.3
660,2007,10.5
660,2008,9.8
660,2009,9.3
660,2010,8.8
660,2011,8.4
660,2012,8.1
660,2013,7.7
660,2014,7.4
660,2015,7.2
660,2016,6.9
660,2017,6.7
663,1970,65
663,1971,62.3
663,1972,59.7
663,1973,57.2
663,1974,54.9
663,1975,52.8
663,1976,50.7
663,1977,48.7
663,1978,46.7
663,1979,44.9
663,1980,43.1
663,1981,41.4
663,1982,39.8
663,1983,38.3
663,1984,36.8
663,1985,35.4
663,1986,34.1
663,1987,32.9
663,1988,31.7
663,1989,30.7
663,1990,29.8
663,1991,29
663,1992,28.2
663,1993,27.5
663,1994,26.8
663,1995,26.2
663,1996,25.6
663,1997,25
663,1998,24.4
663,1999,23.9
663,2000,23.3
663,2001,22.8
663,2002,22.2
663,2003,21.7
663,2004,21.1
663,2005,20.6
663,2006,20
663,2007,19.5
663,2008,19
663,2009,18.5
663,2010,18
663,2011,17.5
663,2012,17
663,2013,16.5
663,2014,16
663,2015,15.5
663,2016,15.1
663,2017,14.6
666,1970,27.684746232913607
666,1971,26.247513884399076
666,1972,24.88489434996773
666,1973,23.593014162652906
666,1974,24.8
666,1975,22.4
666,1976,20.2
666,1977,18.6
666,1978,17.2
666,1979,16.1
666,1980,15.4
666,1981,14.6
666,1982,14
666,1983,13.4
666,1984,12.8
666,1985,12.1
666,1986,11.5
666,1987,11
666,1988,10.4
666,1989,10.1
666,1990,9.7
666,1991,9.2
666,1992,8.7
666,1993,8.1
666,1994,7.6
666,1995,7.2
666,1996,6.7
666,1997,6.4
666,1998,6.1
666,1999,5.9
666,2000,5.6
666,2001,5.4
666,2002,5.2
666,2003,4.9
666,2004,4.7
666,2005,4.5
666,2006,4.3
666,2007,4.1
666,2008,3.9
666,2009,3.8
666,2010,3.7
666,2011,3.5
666,2012,3.4
666,2013,3.3
666,2014,3.2
666,2015,3
666,2016,2.9
666,2017,2.9
670,1970,125.84728987761183
670,1971,118.22178086616482
670,1972,109.3
670,1973,103.2
670,1974,97.2
670,1975,91.8
670,1976,86.6
670,1977,81.7
670,1978,77
670,1979,72.7
670,1980,68.5
670,1981,64.5
670,1982,60.7
670,1983,57.1
670,1984,53.8
670,1985,50.5
670,1986,47.3
670,1987,44.2
670,1988,41.2
670,1989,38.3
670,1990,35.6
670,1991,33.2
670,1992,30.9
670,1993,28.9
670,1994,27
670,1995,25.3
670,1996,23.8
670,1997,22.3
670,1998,21
670,1999,19.8
670,2000,18.7
670,2001,17.7
670,2002,16.7
670,2003,15.8
670,2004,15
670,2005,14.2
670,2006,13.4
670,2007,12.6
670,2008,11.8
670,2009,11.1
670,2010,10.3
670,2011,9.6
670,2012,9
670,2013,8.4
670,2014,7.8
670,2015,7.2
670,2016,6.7
670,2017,6.3
678,1970,174.7773175773542
678,1971,169.21291319637263
678,1972,163.82566336006707
678,1973,158.6099279800199
678,1974,153.5602465319192
678,1975,148.67133233875668
678,1976,143.93806703603235
678,1977,139.35549521317088
678,1978,134.91881922553975
678,1979,130.62339417163844
678,1980,126.46472303019792
678,1981,122.4384519521023
678,1982,118.54036570220131
678,1983,114.76638324624254
678,1984,111.11255347830286
678,1985,107.57505108424614
678,1986,104.15017253687647
678,1987,100.83433221859448
678,1988,97.6240586674962
678,1989,94.51599094298624
678,1990,88.5
678,1991,86.2
678,1992,84.2
678,1993,82.5
678,1994,81
678,1995,79.5
678,1996,78.1
678,1997,76.4
678,1998,74.3
678,1999,71.7
678,2000,68.9
678,2001,66
678,2002,63
678,2003,60
678,2004,57.3
678,2005,54.6
678,2006,52
678,2007,49.6
678,2008,47.2
678,2009,45.2
678,2010,43.9
678,2011,43.3
678,2012,43.2
678,2013,43.2
678,2014,43.2
678,2015,43.2
678,2016,43.2
678,2017,43.2
680,1970,NA
680,1971,NA
680,1972,NA
680,1973,NA
680,1974,NA
680,1975,NA
680,1976,NA
680,1977,NA
680,1978,NA
680,1979,NA
680,1980,NA
680,1981,NA
680,1982,NA
680,1983,NA
680,1984,NA
680,1985,NA
680,1986,NA
680,1987,NA
680,1988,NA
680,1989,NA
680,1990,NA
690,1970,53
690,1971,50.2
690,1972,47.7
690,1973,45.2
690,1974,42.8
690,1975,40.5
690,1976,38.2
690,1977,36
690,1978,33.9
690,1979,31.8
690,1980,29.7
690,1981,27.4
690,1982,25.1
690,1983,23
690,1984,21.1
690,1985,19.6
690,1986,18.5
690,1987,17.6
690,1988,16.8
690,1989,16
690,1990,15.1
690,1991,15
690,1992,13.8
690,1993,13.3
690,1994,12.9
690,1995,12.5
690,1996,12.2
690,1997,11.8
690,1998,11.5
690,1999,11.2
690,2000,10.9
690,2001,10.8
690,2002,10.6
690,2003,10.5
690,2004,10.3
690,2005,10.1
690,2006,10
690,2007,9.8
690,2008,9.7
690,2009,9.5
690,2010,9.2
690,2011,8.9
690,2012,8.5
690,2013,8.2
690,2014,7.8
690,2015,7.5
690,2016,7.2
690,2017,6.9
694,1971,47.6
694,1972,44.8
694,1973,42.3
694,1974,40
694,1975,37.8
694,1976,35.9
694,1977,34.2
694,1978,32.6
694,1979,31.1
694,1980,29.7
694,1981,28.5
694,1982,27.3
694,1983,26.1
694,1984,24.9
694,1985,23.7
694,1986,22.5
694,1987,21.3
694,1988,20.1
694,1989,19
694,1990,17.8
694,1991,16.7
694,1992,15.6
694,1993,14.7
694,1994,13.9
694,1995,13.2
694,1996,12.6
694,1997,12.1
694,1998,11.6
694,1999,11.2
694,2000,10.8
694,2001,10.4
694,2002,10
694,2003,9.6
694,2004,9.3
694,2005,8.9
694,2006,8.6
694,2007,8.4
694,2008,8.2
694,2009,8
694,2010,7.8
694,2011,7.6
694,2012,7.4
694,2013,7.3
694,2014,7.1
694,2015,6.9
694,2016,6.7
694,2017,6.5
696,1971,65.2
696,1972,59.7
696,1973,54.8
696,1974,50.3
696,1975,46.1
696,1976,42.2
696,1977,38.5
696,1978,35.1
696,1979,32
696,1980,29.2
696,1981,26.6
696,1982,24.4
696,1983,22.5
696,1984,20.9
696,1985,19.4
696,1986,18.2
696,1987,17
696,1988,16
696,1989,15.1
696,1990,14.3
696,1991,13.6
696,1992,12.9
696,1993,12.3
696,1994,11.8
696,1995,11.4
696,1996,11
696,1997,10.6
696,1998,10.2
696,1999,9.9
696,2000,9.7
696,2001,9.4
696,2002,9.1
696,2003,8.9
696,2004,8.6
696,2005,8.3
696,2006,8.1
696,2007,7.8
696,2008,7.6
696,2009,7.4
696,2010,7.2
696,2011,7.1
696,2012,7
696,2013,7.1
696,2014,7.2
696,2015,7.5
696,2016,7.7
696,2017,7.8
698,1970,152
698,1971,144
698,1972,136.5
698,1973,128.8
698,1974,121.3
698,1975,114
698,1976,106.8
698,1977,99.7
698,1978,92.4
698,1979,85.4
698,1980,78.6
698,1981,72.2
698,1982,66.1
698,1983,60.2
698,1984,54.9
698,1985,50
698,1986,45.5
698,1987,41.5
698,1988,37.9
698,1989,34.7
698,1990,31.8
698,1991,29.2
698,1992,26.7
698,1993,24.4
698,1994,22.4
698,1995,20.6
698,1996,19
698,1997,17.6
698,1998,16.3
698,1999,15.2
698,2000,14.2
698,2001,13.3
698,2002,12.5
698,2003,11.9
698,2004,11.4
698,2005,11
698,2006,10.7
698,2007,10.4
698,2008,10.2
698,2009,10.1
698,2010,10
698,2011,9.9
698,2012,9.8
698,2013,9.7
698,2014,9.6
698,2015,9.6
698,2016,9.7
698,2017,9.7
700,1970,201.3
700,1971,197.5
700,1972,193.8
700,1973,189.7
700,1974,185.7
700,1975,181.7
700,1976,177.6
700,1977,173.6
700,1978,169.4
700,1979,165.1
700,1980,160.9
700,1981,156.4
700,1982,152.2
700,1983,147.8
700,1984,143.7
700,1985,139.5
700,1986,135.2
700,1987,131.1
700,1988,126.9
700,1989,122.7
700,1990,118.8
700,1991,115.1
700,1992,111.4
700,1993,108.1
700,1994,105
700,1995,102.2
700,1996,99.5
700,1997,97
700,1998,94.7
700,1999,92.4
700,2000,90.2
700,2001,88
700,2002,85.7
700,2003,83.4
700,2004,80.9
700,2005,78.4
700,2006,75.8
700,2007,73.2
700,2008,70.6
700,2009,68.1
700,2010,65.6
700,2011,63.2
700,2012,60.9
700,2013,58.7
700,2014,56.7
700,2015,54.9
700,2016,53.2
700,2017,51.5
701,1991,67.6
701,1992,67.6
701,1993,67.9
701,1994,68.4
701,1995,68.9
701,1996,69.1
701,1997,69
701,1998,68.2
701,1999,67
701,2000,65.5
701,2001,63.8
701,2002,62.2
701,2003,60.6
701,2004,59.1
701,2005,57.5
701,2006,55.9
701,2007,54.5
701,2008,53
701,2009,51.4
701,2010,49.8
701,2011,48.4
701,2012,47.1
701,2013,45.7
701,2014,44.4
701,2015,43
701,2016,41.7
701,2017,40.6
702,1991,84.5
702,1992,87.4
702,1993,90.1
702,1994,91.1
702,1995,89.9
702,1996,87.2
702,1997,83.7
702,1998,79.7
702,1999,75.2
702,2000,70.5
702,2001,65.6
702,2002,60.8
702,2003,56.3
702,2004,52.2
702,2005,48.5
702,2006,45.5
702,2007,42.8
702,2008,40.5
702,2009,38.6
702,2010,36.9
702,2011,35.5
702,2012,34.3
702,2013,33.2
702,2014,32.2
702,2015,31.3
702,2016,30.3
702,2017,29.4
703,1991,54.1
703,1992,53.7
703,1993,53
703,1994,52.1
703,1995,50.8
703,1996,49.2
703,1997,47.5
703,1998,45.7
703,1999,44
703,2000,42.2
703,2001,40.5
703,2002,38.9
703,2003,37.3
703,2004,35.7
703,2005,34.3
703,2006,32.8
703,2007,31.2
703,2008,29.6
703,2009,27.8
703,2010,26.1
703,2011,24.6
703,2012,23.2
703,2013,22
703,2014,20.9
703,2015,19.8
703,2016,18.8
703,2017,17.9
704,1991,58.9
704,1992,58.8
704,1993,58.6
704,1994,58.2
704,1995,57.7
704,1996,57.1
704,1997,56.2
704,1998,55.1
704,1999,53.7
704,2000,52
704,2001,50.1
704,2002,48.1
704,2003,46
704,2004,44
704,2005,41.9
704,2006,39.8
704,2007,37.6
704,2008,35.6
704,2009,33.6
704,2010,31.6
704,2011,29.6
704,2012,27.8
704,2013,26
704,2014,24.3
704,2015,22.7
704,2016,21.3
704,2017,20
705,1991,44.5
705,1992,44.7
705,1993,44.9
705,1994,45
705,1995,44.8
705,1996,44
705,1997,42.7
705,1998,41
705,1999,39.1
705,2000,37.1
705,2001,35.2
705,2002,33.2
705,2003,31.4
705,2004,29.6
705,2005,27.7
705,2006,25.9
705,2007,24
705,2008,22.1
705,2009,20.1
705,2010,18.2
705,2011,16.4
705,2012,14.6
705,2013,13.1
705,2014,11.8
705,2015,10.7
705,2016,9.7
705,2017,8.9
710,1970,79.3
710,1971,75.7
710,1972,72.3
710,1973,68.8
710,1974,65.4
710,1975,62
710,1976,58.6
710,1977,55.4
710,1978,52.6
710,1979,50.1
710,1980,47.9
710,1981,46
710,1982,44.5
710,1983,43.4
710,1984,42.6
710,1985,42.2
710,1986,42.1
710,1987,42.1
710,1988,42.2
710,1989,42.2
710,1990,42.1
710,1991,41.7
710,1992,41.1
710,1993,40.1
710,1994,39
710,1995,37.7
710,1996,36.4
710,1997,34.9
710,1998,33.4
710,1999,31.8
710,2000,30.1
710,2001,28.2
710,2002,26.2
710,2003,24.1
710,2004,22.2
710,2005,20.3
710,2006,18.6
710,2007,17.1
710,2008,15.8
710,2009,14.6
710,2010,13.6
710,2011,12.6
710,2012,11.6
710,2013,10.8
710,2014,10
710,2015,9.2
710,2016,8.6
710,2017,8
712,1970,183.51866602977495
712,1971,175.1938833065591
712,1972,167.24672978525493
712,1973,159.66007543149698
712,1974,152.41756726437765
712,1975,145.50359410771128
712,1976,138.90325294025104
712,1977,132.6023167723308
712,1978,117.9
712,1979,114.2
712,1980,110.5
712,1981,107
712,1982,103.8
712,1983,100.6
712,1984,97.3
