"gwcode","date","year","epr_groups","epr_elf","epr_excluded_groups_count","epr_excluded_group_pop","epr_inpower_groups_count","epr_inpower_groups_pop","epr_regaut_groups_count","epr_regaut_group_pop"
20,1972-01-01,1972,3,0.4269,1,0.02,2,0.87,2,0.87
40,1972-01-01,1972,2,0.539762,0,0,2,1,0,0
41,1972-01-01,1972,1,1,0,0,1,1,0,0
42,1972-01-01,1972,1,1,0,0,1,1,0,0
51,1972-01-01,1972,1,1,0,0,1,1,0,0
52,1972-01-01,1972,2,0.300625,1,0.4,1,0.375,0,0
53,1972-01-01,1972,1,1,0,0,1,1,0,0
70,1972-01-01,1972,4,0.664314,3,0.199,1,0.801,0,0
90,1972-01-01,1972,4,0.495638,1,0.515,3,0.485,0,0
91,1972-01-01,1972,3,0.833256,1,0.016,2,0.98,0,0
92,1972-01-01,1972,2,0.82,1,0.1,1,0.9,0,0
93,1972-01-01,1972,4,0.748929,3,0.127,1,0.86,0,0
94,1972-01-01,1972,3,0.707229,2,0.102,1,0.837,0,0
95,1972-01-01,1972,5,0.661434,4,0.198,1,0.8,1,0.015
100,1972-01-01,1972,3,0.586956,1,0.034,2,0.96,0,0
101,1972-01-01,1972,3,0.735458,0,0,3,1,0,0
110,1972-01-01,1972,3,0.288893,2,0.527,1,0.302,0,0
130,1972-01-01,1972,4,0.6734,3,0.19,1,0.81,0,0
135,1972-01-01,1972,4,0.403365,2,0.373,2,0.57,0,0
140,1972-01-01,1972,3,0.494116,0,0,3,0.994,0,0
145,1972-01-01,1972,4,0.3276,2,0.56,2,0.44,0,0
150,1972-01-01,1972,2,0.893425,1,0.02,1,0.945,0,0
155,1972-01-01,1972,3,0.83395,2,0.09,1,0.91,0,0
160,1972-01-01,1972,2,0.941125,1,0.015,1,0.97,0,0
165,1972-01-01,1972,2,0.830548,0,0,2,0.986,0,0
200,1972-01-01,1972,7,0.675039,4,0.07,3,0.929,0,0
205,1972-01-01,1972,1,1,0,0,1,1,0,0
210,1972-01-01,1972,1,1,0,0,1,1,0,0
211,1972-01-01,1972,3,0.5082,0,0,3,1,0,0
212,1972-01-01,1972,1,1,0,0,1,1,0,0
220,1972-01-01,1972,4,0.952644,3,0.014,1,0.976,0,0
221,1972-01-01,1972,NA,NA,NA,NA,NA,NA,NA,NA
223,1972-01-01,1972,NA,NA,NA,NA,NA,NA,NA,NA
225,1972-01-01,1972,3,0.45499,0,0,3,0.938,3,0.938
230,1972-01-01,1972,5,0.497838,4,0.302,1,0.68,0,0
232,1972-01-01,1972,NA,NA,NA,NA,NA,NA,NA,NA
235,1972-01-01,1972,1,1,0,0,1,1,0,0
260,1972-01-01,1972,1,1,0,0,1,1,0,0
265,1972-01-01,1972,1,1,0,0,1,1,0,0
290,1972-01-01,1972,6,0.96050316,5,0.0194,1,0.98,0,0
305,1972-01-01,1972,2,0.864936,1,0.006,1,0.93,0,0
310,1972-01-01,1972,2,0.8125,1,0.05,1,0.9,0,0
315,1972-01-01,1972,4,0.487846,2,0.067,2,0.933,2,0.933
325,1972-01-01,1972,6,0.874796,5,0.039,1,0.935,4,0.038
331,1972-01-01,1972,NA,NA,NA,NA,NA,NA,NA,NA
338,1972-01-01,1972,1,1,0,0,1,1,0,0
339,1972-01-01,1972,3,0.9035,0,0,3,0.99,0,0
345,1972-01-01,1972,8,0.1985,2,0.11,6,0.82,8,0.93
350,1972-01-01,1972,4,0.922158,3,0.04,1,0.96,0,0
352,1972-01-01,1972,2,0.6724,1,0.18,1,0.8,1,0.18
355,1972-01-01,1972,5,0.701693,3,0.167,2,0.832,0,0
360,1972-01-01,1972,4,0.80601,3,0.093,1,0.895,0,0
365,1972-01-01,1972,58,0.32332547,55,0.2322,3,0.7101,42,0.9101
375,1972-01-01,1972,2,0.8685,0,0,2,0.99,0,0
380,1972-01-01,1972,1,1,0,0,1,1,0,0
385,1972-01-01,1972,1,1,0,0,1,1,0,0
390,1972-01-01,1972,1,1,0,0,1,1,0,0
395,1972-01-01,1972,1,1,0,0,1,1,0,0
411,1972-01-01,1972,5,0.740076,4,0.115,1,0.857,0,0
420,1972-01-01,1972,5,0.224575,1,0.105,4,0.75,0,0
432,1972-01-01,1972,3,0.8158,2,0.1,1,0.9,0,0
433,1972-01-01,1972,5,0.27405,0,0,5,0.95,0,0
434,1972-01-01,1972,4,0.188125,0,0,4,0.815,0,0
435,1972-01-01,1972,3,0.3786,2,0.57,1,0.43,0,0
436,1972-01-01,1972,5,0.37045,4,0.69,1,0.22,0,0
437,1972-01-01,1972,5,0.2261,1,0.11,4,0.86,0,0
438,1972-01-01,1972,3,0.29,0,0,3,0.9,0,0
439,1972-01-01,1972,1,0.4489,0,0,1,0.67,0,0
450,1972-01-01,1972,2,0.9608,1,0.98,1,0.02,0,0
451,1972-01-01,1972,5,0.1916,2,0.34,3,0.44,0,0
452,1972-01-01,1972,5,0.22005,0,0,5,0.94,0,0
461,1972-01-01,1972,2,0.2665,1,0.44,1,0.27,0,0
471,1972-01-01,1972,6,0.1417,0,0,6,0.85,0,0
475,1972-01-01,1972,6,0.17125,1,0.005,5,0.805,0,0
481,1972-01-01,1972,4,0.2226,0,0,4,0.84,0,0
482,1972-01-01,1972,2,0.709925,1,0.83,1,0.145,0,0
483,1972-01-01,1972,4,0.1517,3,0.45,1,0.24,0,0
484,1972-01-01,1972,4,0.1262,3,0.5,1,0.12,0,0
490,1972-01-01,1972,13,0.065845,8,0.583,5,0.206,0,0
500,1972-01-01,1972,8,0.095066,7,0.645,1,0.079,0,0
501,1972-01-01,1972,8,0.148,3,0.19,5,0.73,0,0
510,1972-01-01,1972,4,0.929814,2,0.023,2,0.977,1,0.018
516,1972-01-01,1972,2,0.7421,1,0.85,1,0.14,0,0
517,1972-01-01,1972,2,0.7281,1,0.15,1,0.84,0,0
520,1972-01-01,1972,1,1,0,0,1,1,0,0
530,1972-01-01,1972,11,0.21512605,6,0.4631,5,0.5364,0,0
551,1972-01-01,1972,7,0.2974,0,0,7,1,0,0
552,1972-01-01,1972,2,0.9418,1,0.97,1,0.03,0,0
553,1972-01-01,1972,3,0.3912,2,0.6,1,0.4,0,0
560,1972-01-01,1972,5,0.608125,4,0.915,1,0.08,0,0
570,1972-01-01,1972,1,1,0,0,1,1,0,0
571,1972-01-01,1972,10,0.332921,7,0.088,3,0.665,0,0
572,1972-01-01,1972,1,1,0,0,1,1,0,0
580,1972-01-01,1972,2,0.385466,1,0.395,1,0.479,0,0
590,1972-01-01,1972,4,0.3693,0,0,4,0.97,0,0
600,1972-01-01,1972,2,0.52,1,0.4,1,0.6,0,0
615,1972-01-01,1972,2,0.5968,1,0.28,1,0.72,0,0
616,1972-01-01,1972,1,0.9604,0,0,1,0.98,0,0
620,1972-01-01,1972,4,0.724872,3,0.156,1,0.844,0,0
625,1972-01-01,1972,16,0.142129,12,0.85,4,0.167,6,0.21
630,1972-01-01,1972,11,0.32588291,8,0.1646,3,0.7545,0,0
640,1972-01-01,1972,3,0.59494356,2,0.1866,1,0.75,0,0
645,1972-01-01,1972,3,0.45375,2,0.795,1,0.185,1,0.17
651,1972-01-01,1972,3,0.83601802,2,0.0901,1,0.9099,0,0
652,1972-01-01,1972,5,0.4567,4,0.86,1,0.13,0,0
660,1972-01-01,1972,11,0.1869,4,0.13,7,0.86,0,0
663,1972-01-01,1972,3,0.4136,2,0.56,1,0.4,0,0
666,1972-01-01,1972,4,0.278,2,0.38,2,0.62,0,0
670,1972-01-01,1972,4,0.2201,2,0.17,2,0.62,0,0
678,1972-01-01,1972,3,0.5742,1,0.01,2,0.99,0,0
680,1972-01-01,1972,1,1,0,0,1,1,0,0
690,1972-01-01,1972,3,0.0659,1,0.03,2,0.34,0,0
692,1972-01-01,1972,2,0.145,1,0.35,1,0.15,0,0
694,1972-01-01,1972,1,0.013456,0,0,1,0.116,0,0
696,1972-01-01,1972,1,0.0144,0,0,1,0.12,0,0
698,1972-01-01,1972,1,0.5476,0,0,1,0.74,0,0
700,1972-01-01,1972,12,0.250214,2,0.117,10,0.809,0,0
710,1972-01-01,1972,37,0.88843149,31,0.0573,6,0.9432,1,9e-04
712,1972-01-01,1972,2,0.8125,1,0.05,1,0.9,1,0.05
713,1972-01-01,1972,3,0.7256,1,0.84,2,0.16,0,0
731,1972-01-01,1972,1,1,0,0,1,1,0,0
732,1972-01-01,1972,1,1,0,0,1,1,0,0
740,1972-01-01,1972,5,0.94689304,3,0.022,2,0.9732,1,0.008
750,1972-01-01,1972,20,0.1297817,6,0.0115,14,0.9559,14,0.5995
760,1972-01-01,1972,2,0.3725,1,0.35,1,0.5,0,0
770,1972-01-01,1972,8,0.363309,4,0.276,4,0.709,0,0
771,1972-01-01,1972,4,0.811129,3,0.112,1,0.895,0,0
775,1972-01-01,1972,12,0.477711,11,0.307,1,0.68,7,0.251
780,1972-01-01,1972,4,0.5201,3,0.29,1,0.7,0,0
781,1972-01-01,1972,1,0.9801,0,0,1,0.99,0,0
790,1972-01-01,1972,6,0.2343,4,0.64,2,0.35,0,0
800,1972-01-01,1972,5,0.568475,2,0.04,3,0.885,0,0
811,1972-01-01,1972,6,0.69765,4,0.135,2,0.865,0,0
812,1972-01-01,1972,6,0.307,3,0.37,3,0.63,2,0.25
816,1972-01-01,1972,8,0.632385956343256,1,0.0101729,7,0.86978671,1,0.0101729
817,1972-01-01,1972,2,0.610061,1,0.01,1,0.781,1,0.01
820,1972-01-01,1972,5,0.40437,2,0.059,3,0.903,2,0.059
830,1972-01-01,1972,4,0.5918,0,0,4,1,0,0
840,1972-01-01,1972,4,0.746332,2,0.066,2,0.934,1,0.051
850,1972-01-01,1972,16,0.22512475,3,0.037,13,0.7579,0,0
900,1972-01-01,1972,3,0.7076,1,0.02,2,0.88,0,0
920,1972-01-01,1972,4,0.761014,1,0.097,3,0.947,0,0
950,1972-01-01,1972,2,0.445,0,0,2,0.94,0,0
971,1972-01-01,1972,NA,NA,NA,NA,NA,NA,NA,NA
972,1972-01-01,1972,NA,NA,NA,NA,NA,NA,NA,NA
990,1972-01-01,1972,NA,NA,NA,NA,NA,NA,NA,NA
2,1973-01-01,1973,6,0.50985648,5,0.297,1,0.691,1,0.0078
20,1973-01-01,1973,3,0.4269,1,0.02,2,0.87,2,0.87
31,1973-01-01,1973,2,0.724709,1,0.047,1,0.85,0,0
40,1973-01-01,1973,2,0.539762,0,0,2,1,0,0
41,1973-01-01,1973,1,1,0,0,1,1,0,0
42,1973-01-01,1973,1,1,0,0,1,1,0,0
51,1973-01-01,1973,1,1,0,0,1,1,0,0
52,1973-01-01,1973,2,0.300625,1,0.4,1,0.375,0,0
53,1973-01-01,1973,1,1,0,0,1,1,0,0
70,1973-01-01,1973,4,0.664314,3,0.199,1,0.801,0,0
90,1973-01-01,1973,4,0.495638,1,0.515,3,0.485,0,0
91,1973-01-01,1973,3,0.833256,1,0.016,2,0.98,0,0
92,1973-01-01,1973,2,0.82,1,0.1,1,0.9,0,0
93,1973-01-01,1973,4,0.748929,3,0.127,1,0.86,0,0
94,1973-01-01,1973,3,0.707229,2,0.102,1,0.837,0,0
95,1973-01-01,1973,5,0.661434,4,0.198,1,0.8,1,0.015
100,1973-01-01,1973,3,0.586956,1,0.034,2,0.96,0,0
101,1973-01-01,1973,3,0.735458,1,0.027,2,0.973,0,0
110,1973-01-01,1973,3,0.288893,2,0.527,1,0.302,0,0
130,1973-01-01,1973,4,0.6734,3,0.19,1,0.81,0,0
135,1973-01-01,1973,4,0.403365,2,0.373,2,0.57,0,0
140,1973-01-01,1973,3,0.494116,0,0,3,0.994,0,0
145,1973-01-01,1973,4,0.3276,2,0.56,2,0.44,0,0
150,1973-01-01,1973,2,0.893425,1,0.02,1,0.945,0,0
155,1973-01-01,1973,3,0.83395,2,0.09,1,0.91,0,0
160,1973-01-01,1973,2,0.941125,1,0.015,1,0.97,0,0
165,1973-01-01,1973,2,0.830548,0,0,2,0.986,0,0
200,1973-01-01,1973,7,0.675039,4,0.07,3,0.929,0,0
205,1973-01-01,1973,1,1,0,0,1,1,0,0
210,1973-01-01,1973,1,1,0,0,1,1,0,0
211,1973-01-01,1973,3,0.5082,1,0.01,2,0.99,1,0.01
212,1973-01-01,1973,1,1,0,0,1,1,0,0
220,1973-01-01,1973,4,0.952644,3,0.014,1,0.976,0,0
221,1973-01-01,1973,NA,NA,NA,NA,NA,NA,NA,NA
223,1973-01-01,1973,NA,NA,NA,NA,NA,NA,NA,NA
225,1973-01-01,1973,3,0.45499,0,0,3,0.938,3,0.938
230,1973-01-01,1973,5,0.497838,4,0.302,1,0.68,0,0
232,1973-01-01,1973,NA,NA,NA,NA,NA,NA,NA,NA
235,1973-01-01,1973,1,1,0,0,1,1,0,0
260,1973-01-01,1973,1,1,0,0,1,1,0,0
265,1973-01-01,1973,1,1,0,0,1,1,0,0
290,1973-01-01,1973,6,0.96050316,5,0.0194,1,0.98,0,0
305,1973-01-01,1973,2,0.864936,1,0.006,1,0.93,0,0
310,1973-01-01,1973,2,0.8125,1,0.05,1,0.9,0,0
315,1973-01-01,1973,4,0.487846,2,0.067,2,0.933,2,0.933
325,1973-01-01,1973,6,0.874796,5,0.039,1,0.935,4,0.038
331,1973-01-01,1973,NA,NA,NA,NA,NA,NA,NA,NA
338,1973-01-01,1973,1,1,0,0,1,1,0,0
339,1973-01-01,1973,3,0.9035,0,0,3,0.99,0,0
345,1973-01-01,1973,8,0.1985,2,0.11,6,0.82,8,0.93
350,1973-01-01,1973,4,0.922158,3,0.04,1,0.96,0,0
352,1973-01-01,1973,2,0.6724,1,0.18,1,0.8,1,0.18
355,1973-01-01,1973,5,0.701693,3,0.167,2,0.832,0,0
360,1973-01-01,1973,4,0.80601,3,0.093,1,0.895,0,0
365,1973-01-01,1973,58,0.32332547,55,0.2322,3,0.7101,42,0.9101
375,1973-01-01,1973,2,0.8685,0,0,2,0.99,0,0
380,1973-01-01,1973,1,1,0,0,1,1,0,0
385,1973-01-01,1973,1,1,0,0,1,1,0,0
390,1973-01-01,1973,1,1,0,0,1,1,0,0
395,1973-01-01,1973,1,1,0,0,1,1,0,0
411,1973-01-01,1973,5,0.740076,4,0.115,1,0.857,0,0
420,1973-01-01,1973,5,0.224575,1,0.105,4,0.75,0,0
432,1973-01-01,1973,3,0.8158,2,0.1,1,0.9,0,0
433,1973-01-01,1973,5,0.27405,0,0,5,0.95,0,0
434,1973-01-01,1973,4,0.188125,0,0,4,0.815,0,0
435,1973-01-01,1973,3,0.3786,2,0.57,1,0.43,0,0
436,1973-01-01,1973,5,0.37045,4,0.69,1,0.22,0,0
437,1973-01-01,1973,5,0.2261,1,0.11,4,0.86,0,0
438,1973-01-01,1973,3,0.29,0,0,3,0.9,0,0
439,1973-01-01,1973,1,0.4489,0,0,1,0.67,0,0
450,1973-01-01,1973,2,0.9608,1,0.98,1,0.02,0,0
451,1973-01-01,1973,5,0.1916,2,0.34,3,0.44,0,0
452,1973-01-01,1973,5,0.22005,0,0,5,0.94,0,0
461,1973-01-01,1973,2,0.2665,1,0.44,1,0.27,0,0
471,1973-01-01,1973,6,0.1417,0,0,6,0.85,0,0
475,1973-01-01,1973,6,0.17125,1,0.005,5,0.805,0,0
481,1973-01-01,1973,4,0.2226,0,0,4,0.84,0,0
482,1973-01-01,1973,2,0.709925,1,0.83,1,0.145,0,0
483,1973-01-01,1973,4,0.1517,3,0.45,1,0.24,0,0
484,1973-01-01,1973,4,0.1262,3,0.5,1,0.12,0,0
490,1973-01-01,1973,13,0.065845,8,0.583,5,0.206,0,0
500,1973-01-01,1973,8,0.095066,7,0.645,1,0.079,0,0
501,1973-01-01,1973,8,0.148,3,0.19,5,0.73,0,0
510,1973-01-01,1973,4,0.929814,2,0.023,2,0.977,1,0.018
516,1973-01-01,1973,2,0.7421,1,0.85,1,0.14,0,0
517,1973-01-01,1973,2,0.7281,1,0.15,1,0.84,0,0
520,1973-01-01,1973,1,1,0,0,1,1,0,0
530,1973-01-01,1973,11,0.21512605,6,0.4631,5,0.5364,0,0
551,1973-01-01,1973,7,0.2974,0,0,7,1,0,0
552,1973-01-01,1973,2,0.9418,1,0.97,1,0.03,0,0
553,1973-01-01,1973,3,0.3912,2,0.6,1,0.4,0,0
560,1973-01-01,1973,5,0.608125,4,0.915,1,0.08,0,0
570,1973-01-01,1973,1,1,0,0,1,1,0,0
571,1973-01-01,1973,10,0.332921,7,0.088,3,0.665,0,0
572,1973-01-01,1973,1,1,0,0,1,1,0,0
580,1973-01-01,1973,2,0.385466,0,0,2,0.874,0,0
590,1973-01-01,1973,4,0.3693,0,0,4,0.97,0,0
600,1973-01-01,1973,2,0.52,1,0.4,1,0.6,0,0
615,1973-01-01,1973,2,0.5968,1,0.28,1,0.72,0,0
616,1973-01-01,1973,1,0.9604,0,0,1,0.98,0,0
620,1973-01-01,1973,4,0.724872,3,0.156,1,0.844,0,0
625,1973-01-01,1973,16,0.142129,12,0.85,4,0.167,6,0.21
630,1973-01-01,1973,11,0.32588291,8,0.1646,3,0.7545,0,0
640,1973-01-01,1973,3,0.59494356,2,0.1866,1,0.75,0,0
645,1973-01-01,1973,3,0.45375,2,0.795,1,0.185,1,0.17
651,1973-01-01,1973,3,0.83601802,2,0.0901,1,0.9099,0,0
652,1973-01-01,1973,5,0.4567,4,0.86,1,0.13,0,0
660,1973-01-01,1973,11,0.1869,4,0.13,7,0.86,0,0
663,1973-01-01,1973,3,0.4136,2,0.56,1,0.4,0,0
666,1973-01-01,1973,4,0.278,2,0.38,2,0.62,0,0
670,1973-01-01,1973,4,0.2201,2,0.17,2,0.62,0,0
678,1973-01-01,1973,3,0.5742,1,0.01,2,0.99,0,0
680,1973-01-01,1973,1,1,0,0,1,1,0,0
690,1973-01-01,1973,3,0.0659,1,0.03,2,0.34,0,0
692,1973-01-01,1973,2,0.145,1,0.35,1,0.15,0,0
694,1973-01-01,1973,1,0.013456,0,0,1,0.116,0,0
696,1973-01-01,1973,1,0.0144,0,0,1,0.12,0,0
698,1973-01-01,1973,1,0.5476,0,0,1,0.74,0,0
700,1973-01-01,1973,12,0.250214,2,0.117,10,0.809,0,0
710,1973-01-01,1973,37,0.88843149,31,0.0573,6,0.9432,1,9e-04
712,1973-01-01,1973,2,0.8125,1,0.05,1,0.9,1,0.05
713,1973-01-01,1973,3,0.7256,1,0.84,2,0.16,0,0
731,1973-01-01,1973,1,1,0,0,1,1,0,0
732,1973-01-01,1973,1,1,0,0,1,1,0,0
740,1973-01-01,1973,5,0.94689304,3,0.022,2,0.9732,1,0.008
750,1973-01-01,1973,20,0.1297817,6,0.0115,14,0.9559,14,0.5995
760,1973-01-01,1973,2,0.3725,1,0.35,1,0.5,0,0
770,1973-01-01,1973,8,0.363309,4,0.276,4,0.709,0,0
771,1973-01-01,1973,4,0.811129,3,0.112,1,0.895,0,0
775,1973-01-01,1973,12,0.477711,11,0.307,1,0.68,7,0.251
780,1973-01-01,1973,4,0.5201,3,0.29,1,0.7,0,0
781,1973-01-01,1973,1,0.9801,0,0,1,0.99,0,0
790,1973-01-01,1973,6,0.2343,4,0.64,2,0.35,0,0
800,1973-01-01,1973,5,0.568475,2,0.04,3,0.885,0,0
811,1973-01-01,1973,6,0.69765,4,0.135,2,0.865,0,0
812,1973-01-01,1973,6,0.307,3,0.37,3,0.63,2,0.25
816,1973-01-01,1973,8,0.632385956343256,1,0.0101729,7,0.86978671,1,0.0101729
817,1973-01-01,1973,2,0.610061,1,0.01,1,0.781,1,0.01
820,1973-01-01,1973,5,0.40437,2,0.059,3,0.903,2,0.059
830,1973-01-01,1973,4,0.5918,0,0,4,1,0,0
840,1973-01-01,1973,4,0.746332,2,0.066,2,0.934,1,0.051
850,1973-01-01,1973,16,0.22512475,3,0.037,13,0.7579,0,0
900,1973-01-01,1973,3,0.7076,1,0.02,2,0.88,0,0
920,1973-01-01,1973,4,0.761014,0,0,4,1.044,0,0
950,1973-01-01,1973,2,0.445,0,0,2,0.94,0,0
971,1973-01-01,1973,NA,NA,NA,NA,NA,NA,NA,NA
972,1973-01-01,1973,NA,NA,NA,NA,NA,NA,NA,NA
990,1973-01-01,1973,NA,NA,NA,NA,NA,NA,NA,NA
2,1974-01-01,1974,6,0.50985648,5,0.297,1,0.691,1,0.0078
20,1974-01-01,1974,3,0.4269,1,0.02,2,0.87,2,0.87
31,1974-01-01,1974,2,0.724709,1,0.047,1,0.85,0,0
40,1974-01-01,1974,2,0.539762,0,0,2,1,0,0
41,1974-01-01,1974,1,1,0,0,1,1,0,0
42,1974-01-01,1974,1,1,0,0,1,1,0,0
51,1974-01-01,1974,1,1,0,0,1,1,0,0
52,1974-01-01,1974,2,0.300625,1,0.4,1,0.375,0,0
53,1974-01-01,1974,1,1,0,0,1,1,0,0
55,1974-01-01,1974,NA,NA,NA,NA,NA,NA,NA,NA
70,1974-01-01,1974,4,0.664314,3,0.199,1,0.801,0,0
90,1974-01-01,1974,4,0.495638,1,0.515,3,0.485,0,0
91,1974-01-01,1974,3,0.833256,1,0.016,2,0.98,0,0
92,1974-01-01,1974,2,0.82,1,0.1,1,0.9,0,0
93,1974-01-01,1974,4,0.748929,3,0.127,1,0.86,0,0
94,1974-01-01,1974,3,0.707229,2,0.102,1,0.837,0,0
95,1974-01-01,1974,5,0.661434,4,0.198,1,0.8,1,0.015
100,1974-01-01,1974,3,0.586956,1,0.034,2,0.96,0,0
101,1974-01-01,1974,3,0.735458,1,0.027,2,0.973,0,0
110,1974-01-01,1974,3,0.288893,2,0.527,1,0.302,0,0
130,1974-01-01,1974,4,0.6734,3,0.19,1,0.81,0,0
135,1974-01-01,1974,4,0.403365,2,0.373,2,0.57,0,0
140,1974-01-01,1974,3,0.494116,0,0,3,0.994,0,0
145,1974-01-01,1974,4,0.3276,2,0.56,2,0.44,0,0
150,1974-01-01,1974,2,0.893425,1,0.02,1,0.945,0,0
155,1974-01-01,1974,3,0.83395,2,0.09,1,0.91,0,0
160,1974-01-01,1974,2,0.941125,1,0.015,1,0.97,0,0
165,1974-01-01,1974,2,0.830548,0,0,2,0.986,0,0
200,1974-01-01,1974,7,0.675039,4,0.07,3,0.929,0,0
205,1974-01-01,1974,1,1,0,0,1,1,0,0
210,1974-01-01,1974,1,1,0,0,1,1,0,0
211,1974-01-01,1974,3,0.5082,1,0.01,2,0.99,1,0.01
212,1974-01-01,1974,1,1,0,0,1,1,0,0
220,1974-01-01,1974,4,0.952644,3,0.014,1,0.976,0,0
221,1974-01-01,1974,NA,NA,NA,NA,NA,NA,NA,NA
223,1974-01-01,1974,NA,NA,NA,NA,NA,NA,NA,NA
225,1974-01-01,1974,3,0.45499,0,0,3,0.938,3,0.938
230,1974-01-01,1974,5,0.497838,4,0.302,1,0.68,0,0
232,1974-01-01,1974,NA,NA,NA,NA,NA,NA,NA,NA
235,1974-01-01,1974,1,1,0,0,1,1,0,0
260,1974-01-01,1974,1,1,0,0,1,1,0,0
265,1974-01-01,1974,1,1,0,0,1,1,0,0
290,1974-01-01,1974,6,0.96050316,5,0.0194,1,0.98,0,0
305,1974-01-01,1974,2,0.864936,1,0.006,1,0.93,0,0
310,1974-01-01,1974,2,0.8125,1,0.05,1,0.9,0,0
315,1974-01-01,1974,4,0.487846,2,0.067,2,0.933,2,0.933
325,1974-01-01,1974,6,0.874796,5,0.039,1,0.935,4,0.038
331,1974-01-01,1974,NA,NA,NA,NA,NA,NA,NA,NA
338,1974-01-01,1974,1,1,0,0,1,1,0,0
339,1974-01-01,1974,3,0.9035,0,0,3,0.99,0,0
345,1974-01-01,1974,8,0.1985,2,0.11,6,0.82,8,0.93
350,1974-01-01,1974,4,0.922158,3,0.04,1,0.96,0,0
352,1974-01-01,1974,2,0.6724,1,0.18,1,0.8,1,0.18
355,1974-01-01,1974,5,0.701693,3,0.167,2,0.832,0,0
360,1974-01-01,1974,4,0.80601,3,0.093,1,0.895,0,0
365,1974-01-01,1974,58,0.32332547,55,0.2322,3,0.7101,42,0.9101
375,1974-01-01,1974,2,0.8685,0,0,2,0.99,0,0
380,1974-01-01,1974,1,1,0,0,1,1,0,0
385,1974-01-01,1974,1,1,0,0,1,1,0,0
390,1974-01-01,1974,1,1,0,0,1,1,0,0
395,1974-01-01,1974,1,1,0,0,1,1,0,0
404,1974-01-01,1974,5,0.1549,3,0.51,2,0.22,0,0
411,1974-01-01,1974,5,0.740076,4,0.115,1,0.857,0,0
420,1974-01-01,1974,5,0.224575,1,0.105,4,0.75,0,0
432,1974-01-01,1974,3,0.8158,2,0.1,1,0.9,0,0
433,1974-01-01,1974,5,0.27405,0,0,5,0.95,0,0
434,1974-01-01,1974,4,0.188125,0,0,4,0.815,0,0
435,1974-01-01,1974,3,0.3786,2,0.57,1,0.43,0,0
436,1974-01-01,1974,5,0.37045,4,0.69,1,0.22,0,0
437,1974-01-01,1974,5,0.2261,1,0.11,4,0.86,0,0
438,1974-01-01,1974,3,0.29,0,0,3,0.9,0,0
439,1974-01-01,1974,1,0.4489,0,0,1,0.67,0,0
450,1974-01-01,1974,2,0.9608,1,0.98,1,0.02,0,0
451,1974-01-01,1974,5,0.1916,2,0.34,3,0.44,0,0
452,1974-01-01,1974,5,0.22005,0,0,5,0.94,0,0
461,1974-01-01,1974,2,0.2665,1,0.44,1,0.27,0,0
471,1974-01-01,1974,6,0.1417,0,0,6,0.85,0,0
475,1974-01-01,1974,6,0.17125,1,0.005,5,0.805,0,0
481,1974-01-01,1974,4,0.2226,0,0,4,0.84,0,0
482,1974-01-01,1974,2,0.709925,1,0.83,1,0.145,0,0
483,1974-01-01,1974,4,0.1517,3,0.45,1,0.24,0,0
484,1974-01-01,1974,4,0.1262,3,0.5,1,0.12,0,0
490,1974-01-01,1974,13,0.065845,8,0.583,5,0.206,0,0
500,1974-01-01,1974,9,0.082287,7,0.599,2,0.036,0,0
501,1974-01-01,1974,8,0.148,3,0.19,5,0.73,0,0
510,1974-01-01,1974,4,0.929814,2,0.023,2,0.977,1,0.018
516,1974-01-01,1974,2,0.7421,1,0.85,1,0.14,0,0
517,1974-01-01,1974,2,0.7281,1,0.15,1,0.84,0,0
520,1974-01-01,1974,1,1,0,0,1,1,0,0
530,1974-01-01,1974,11,0.21512605,6,0.4631,5,0.5364,0,0
551,1974-01-01,1974,7,0.2974,0,0,7,1,0,0
552,1974-01-01,1974,2,0.9418,1,0.97,1,0.03,0,0
553,1974-01-01,1974,3,0.3912,2,0.6,1,0.4,0,0
560,1974-01-01,1974,5,0.608125,4,0.915,1,0.08,0,0
570,1974-01-01,1974,1,1,0,0,1,1,0,0
571,1974-01-01,1974,10,0.332921,7,0.088,3,0.665,0,0
572,1974-01-01,1974,1,1,0,0,1,1,0,0
580,1974-01-01,1974,2,0.385466,0,0,2,0.874,0,0
590,1974-01-01,1974,4,0.3693,0,0,4,0.97,0,0
600,1974-01-01,1974,2,0.52,1,0.4,1,0.6,0,0
615,1974-01-01,1974,2,0.5968,1,0.28,1,0.72,0,0
616,1974-01-01,1974,1,0.9604,0,0,1,0.98,0,0
620,1974-01-01,1974,4,0.724872,3,0.156,1,0.844,0,0
625,1974-01-01,1974,16,0.142129,12,0.85,4,0.167,6,0.21
630,1974-01-01,1974,11,0.32588291,8,0.1646,3,0.7545,0,0
640,1974-01-01,1974,3,0.59494356,2,0.1866,1,0.75,0,0
645,1974-01-01,1974,3,0.45375,2,0.795,1,0.185,1,0.17
651,1974-01-01,1974,3,0.83601802,2,0.0901,1,0.9099,0,0
652,1974-01-01,1974,5,0.4567,4,0.86,1,0.13,0,0
660,1974-01-01,1974,11,0.1869,4,0.13,7,0.86,0,0
663,1974-01-01,1974,3,0.4136,2,0.56,1,0.4,0,0
666,1974-01-01,1974,4,0.278,2,0.38,2,0.62,0,0
670,1974-01-01,1974,4,0.2201,2,0.17,2,0.62,0,0
