"gwcode","date","year","epr_groups","epr_elf","epr_excluded_groups_count","epr_excluded_group_pop","epr_inpower_groups_count","epr_inpower_groups_pop","epr_regaut_groups_count","epr_regaut_group_pop"
900,1950-01-01,1950,3,0.7076,2,0.06,1,0.84,0,0
920,1950-01-01,1950,4,0.761014,1,0.097,3,0.947,0,0
2,1951-01-01,1951,6,0.50985648,2,0.1318,4,0.8562,1,0.0078
20,1951-01-01,1951,3,0.4269,1,0.02,2,0.87,2,0.87
40,1951-01-01,1951,2,0.539762,1,0.359,1,0.641,0,0
41,1951-01-01,1951,1,1,0,0,1,1,0,0
42,1951-01-01,1951,1,1,0,0,1,1,0,0
70,1951-01-01,1951,4,0.664314,3,0.199,1,0.801,0,0
90,1951-01-01,1951,4,0.495638,1,0.515,3,0.485,0,0
91,1951-01-01,1951,3,0.833256,1,0.016,2,0.98,0,0
92,1951-01-01,1951,2,0.82,1,0.1,1,0.9,0,0
93,1951-01-01,1951,4,0.748929,3,0.127,1,0.86,0,0
94,1951-01-01,1951,3,0.707229,2,0.102,1,0.837,0,0
95,1951-01-01,1951,5,0.661434,2,0.155,3,0.843,1,0.015
100,1951-01-01,1951,3,0.586956,1,0.034,2,0.96,0,0
101,1951-01-01,1951,3,0.735458,0,0,3,1,0,0
130,1951-01-01,1951,4,0.6734,3,0.19,1,0.81,0,0
135,1951-01-01,1951,4,0.403365,3,0.423,1,0.52,0,0
140,1951-01-01,1951,3,0.494116,0,0,3,0.994,0,0
145,1951-01-01,1951,4,0.3276,3,0.59,1,0.41,0,0
150,1951-01-01,1951,2,0.893425,1,0.02,1,0.945,0,0
155,1951-01-01,1951,3,0.83395,2,0.09,1,0.91,0,0
160,1951-01-01,1951,2,0.941125,1,0.015,1,0.97,0,0
165,1951-01-01,1951,2,0.830548,0,0,2,0.986,0,0
200,1951-01-01,1951,7,0.675039,2,0.022,5,0.977,1,0.01
205,1951-01-01,1951,1,1,0,0,1,1,0,0
210,1951-01-01,1951,1,1,0,0,1,1,0,0
211,1951-01-01,1951,3,0.5082,0,0,3,1,0,0
212,1951-01-01,1951,1,1,0,0,1,1,0,0
220,1951-01-01,1951,4,0.952644,2,0.01,2,0.98,0,0
221,1951-01-01,1951,NA,NA,NA,NA,NA,NA,NA,NA
223,1951-01-01,1951,NA,NA,NA,NA,NA,NA,NA,NA
225,1951-01-01,1951,3,0.45499,0,0,3,0.938,3,0.938
230,1951-01-01,1951,5,0.497838,4,0.302,1,0.68,0,0
232,1951-01-01,1951,NA,NA,NA,NA,NA,NA,NA,NA
235,1951-01-01,1951,1,1,0,0,1,1,0,0
260,1951-01-01,1951,1,1,0,0,1,1,0,0
265,1951-01-01,1951,1,1,0,0,1,1,0,0
290,1951-01-01,1951,6,0.67612125,5,0.1715,1,0.81,0,0
305,1951-01-01,1951,2,0.864936,1,0.006,1,0.93,0,0
310,1951-01-01,1951,2,0.8125,1,0.05,1,0.9,0,0
315,1951-01-01,1951,4,0.487846,2,0.067,2,0.933,0,0
325,1951-01-01,1951,6,0.874796,5,0.039,1,0.935,4,0.038
331,1951-01-01,1951,NA,NA,NA,NA,NA,NA,NA,NA
339,1951-01-01,1951,3,0.9035,0,0,3,0.99,0,0
345,1951-01-01,1951,8,0.1985,3,0.21,5,0.72,6,0.82
350,1951-01-01,1951,4,0.922158,3,0.04,1,0.96,0,0
355,1951-01-01,1951,5,0.701693,0,0,5,0.999,0,0
360,1951-01-01,1951,4,0.80601,1,0.066,3,0.922,1,0.066
365,1951-01-01,1951,58,0.32332463,55,0.2316,3,0.7101,36,0.8845
375,1951-01-01,1951,2,0.8685,0,0,2,0.99,0,0
380,1951-01-01,1951,1,1,0,0,1,1,0,0
385,1951-01-01,1951,1,1,0,0,1,1,0,0
390,1951-01-01,1951,1,1,0,0,1,1,0,0
395,1951-01-01,1951,1,1,0,0,1,1,0,0
450,1951-01-01,1951,2,0.9608,1,0.98,1,0.02,0,0
530,1951-01-01,1951,11,0.21512605,4,0.4031,7,0.5964,0,0
560,1951-01-01,1951,5,0.608125,4,0.915,1,0.08,0,0
620,1951-01-01,1951,5,0.723186,1,0.001,4,0.999,0,0
630,1951-01-01,1951,11,0.32588291,7,0.1446,4,0.7745,0,0
640,1951-01-01,1951,3,0.59494356,2,0.1866,1,0.75,0,0
645,1951-01-01,1951,3,0.45375,1,0.17,2,0.81,0,0
651,1951-01-01,1951,3,0.83601802,2,0.0901,1,0.9099,0,0
652,1951-01-01,1951,5,0.4567,0,0,5,0.99,0,0
660,1951-01-01,1951,11,0.1912,4,0.13,7,0.87,0,0
663,1951-01-01,1951,3,0.4136,2,0.56,1,0.4,0,0
666,1951-01-01,1951,3,0.3926,1,0.14,2,0.86,0,0
670,1951-01-01,1951,4,0.2201,2,0.17,2,0.62,0,0
678,1951-01-01,1951,3,0.5742,2,0.71,1,0.29,0,0
698,1951-01-01,1951,1,0.5476,0,0,1,0.74,0,0
700,1951-01-01,1951,12,0.250214,2,0.117,10,0.809,0,0
710,1951-01-01,1951,35,0.88391721,14,0.0531,21,0.947,12,0.0478
712,1951-01-01,1951,2,0.8125,1,0.05,1,0.9,1,0.05
713,1951-01-01,1951,3,0.7256,1,0.84,2,0.16,0,0
731,1951-01-01,1951,1,1,0,0,1,1,0,0
732,1951-01-01,1951,1,1,0,0,1,1,0,0
740,1951-01-01,1951,5,0.94689304,1,0.006,4,0.9892,0,0
750,1951-01-01,1951,20,0.1297817,5,0.0105,15,0.9569,5,0.3405
760,1951-01-01,1951,2,0.3725,1,0.35,1,0.5,0,0
770,1951-01-01,1951,9,0.396853,4,0.61,5,0.379,0,0
775,1951-01-01,1951,12,0.477711,9,0.207,3,0.78,4,0.85
780,1951-01-01,1951,4,0.5201,3,0.29,1,0.7,0,0
790,1951-01-01,1951,6,0.2343,4,0.64,2,0.35,0,0
800,1951-01-01,1951,5,0.56855,3,0.18,2,0.75,0,0
840,1951-01-01,1951,4,0.746332,2,0.066,2,0.934,0,0
850,1951-01-01,1951,15,0.22507575,13,0.3079,2,0.48,12,0.2879
900,1951-01-01,1951,3,0.7076,2,0.06,1,0.84,0,0
920,1951-01-01,1951,4,0.761014,1,0.097,3,0.947,0,0
2,1952-01-01,1952,6,0.50985648,2,0.1318,4,0.8562,1,0.0078
20,1952-01-01,1952,3,0.4269,1,0.02,2,0.87,2,0.87
40,1952-01-01,1952,2,0.539762,1,0.359,1,0.641,0,0
41,1952-01-01,1952,1,1,0,0,1,1,0,0
42,1952-01-01,1952,1,1,0,0,1,1,0,0
70,1952-01-01,1952,4,0.664314,3,0.199,1,0.801,0,0
90,1952-01-01,1952,4,0.495638,1,0.515,3,0.485,0,0
91,1952-01-01,1952,3,0.833256,1,0.016,2,0.98,0,0
92,1952-01-01,1952,2,0.82,1,0.1,1,0.9,0,0
93,1952-01-01,1952,4,0.748929,3,0.127,1,0.86,0,0
94,1952-01-01,1952,3,0.707229,2,0.102,1,0.837,0,0
95,1952-01-01,1952,5,0.661434,2,0.155,3,0.843,1,0.015
100,1952-01-01,1952,3,0.586956,1,0.034,2,0.96,0,0
101,1952-01-01,1952,3,0.735458,0,0,3,1,0,0
130,1952-01-01,1952,4,0.6734,3,0.19,1,0.81,0,0
135,1952-01-01,1952,4,0.403365,3,0.423,1,0.52,0,0
140,1952-01-01,1952,3,0.494116,0,0,3,0.994,0,0
145,1952-01-01,1952,4,0.3276,3,0.59,1,0.41,0,0
150,1952-01-01,1952,2,0.893425,1,0.02,1,0.945,0,0
155,1952-01-01,1952,3,0.83395,2,0.09,1,0.91,0,0
160,1952-01-01,1952,2,0.941125,1,0.015,1,0.97,0,0
165,1952-01-01,1952,2,0.830548,0,0,2,0.986,0,0
200,1952-01-01,1952,7,0.675039,2,0.022,5,0.977,1,0.01
205,1952-01-01,1952,1,1,0,0,1,1,0,0
210,1952-01-01,1952,1,1,0,0,1,1,0,0
211,1952-01-01,1952,3,0.5082,0,0,3,1,0,0
212,1952-01-01,1952,1,1,0,0,1,1,0,0
220,1952-01-01,1952,4,0.952644,2,0.01,2,0.98,0,0
221,1952-01-01,1952,NA,NA,NA,NA,NA,NA,NA,NA
223,1952-01-01,1952,NA,NA,NA,NA,NA,NA,NA,NA
225,1952-01-01,1952,3,0.45499,0,0,3,0.938,3,0.938
230,1952-01-01,1952,5,0.497838,4,0.302,1,0.68,0,0
232,1952-01-01,1952,NA,NA,NA,NA,NA,NA,NA,NA
235,1952-01-01,1952,1,1,0,0,1,1,0,0
260,1952-01-01,1952,1,1,0,0,1,1,0,0
265,1952-01-01,1952,1,1,0,0,1,1,0,0
290,1952-01-01,1952,6,0.67612125,5,0.1715,1,0.81,0,0
305,1952-01-01,1952,2,0.864936,1,0.006,1,0.93,0,0
310,1952-01-01,1952,2,0.8125,1,0.05,1,0.9,0,0
315,1952-01-01,1952,4,0.487846,2,0.067,2,0.933,0,0
325,1952-01-01,1952,6,0.874796,5,0.039,1,0.935,4,0.038
331,1952-01-01,1952,NA,NA,NA,NA,NA,NA,NA,NA
339,1952-01-01,1952,3,0.9035,0,0,3,0.99,0,0
345,1952-01-01,1952,8,0.1985,3,0.21,5,0.72,6,0.82
350,1952-01-01,1952,4,0.922158,3,0.04,1,0.96,0,0
355,1952-01-01,1952,5,0.701693,0,0,5,0.999,0,0
360,1952-01-01,1952,4,0.80601,1,0.066,3,0.922,1,0.066
365,1952-01-01,1952,58,0.32332463,55,0.2316,3,0.7101,36,0.8845
375,1952-01-01,1952,2,0.8685,0,0,2,0.99,0,0
380,1952-01-01,1952,1,1,0,0,1,1,0,0
385,1952-01-01,1952,1,1,0,0,1,1,0,0
390,1952-01-01,1952,1,1,0,0,1,1,0,0
395,1952-01-01,1952,1,1,0,0,1,1,0,0
450,1952-01-01,1952,2,0.9608,1,0.98,1,0.02,0,0
530,1952-01-01,1952,11,0.21512605,6,0.4631,5,0.5364,0,0
560,1952-01-01,1952,5,0.608125,4,0.915,1,0.08,0,0
620,1952-01-01,1952,5,0.723186,1,0.001,4,0.999,0,0
630,1952-01-01,1952,11,0.32588291,7,0.1446,4,0.7745,0,0
640,1952-01-01,1952,3,0.59494356,2,0.1866,1,0.75,0,0
645,1952-01-01,1952,3,0.45375,1,0.17,2,0.81,0,0
651,1952-01-01,1952,3,0.83601802,2,0.0901,1,0.9099,0,0
652,1952-01-01,1952,5,0.4567,0,0,5,0.99,0,0
660,1952-01-01,1952,11,0.1912,4,0.13,7,0.87,0,0
663,1952-01-01,1952,3,0.4136,2,0.56,1,0.4,0,0
666,1952-01-01,1952,3,0.3926,1,0.14,2,0.86,0,0
670,1952-01-01,1952,4,0.2201,2,0.17,2,0.62,0,0
678,1952-01-01,1952,3,0.5742,2,0.71,1,0.29,0,0
698,1952-01-01,1952,1,0.5476,0,0,1,0.74,0,0
700,1952-01-01,1952,12,0.250214,2,0.117,10,0.809,0,0
710,1952-01-01,1952,35,0.88391721,14,0.0531,21,0.947,12,0.0478
712,1952-01-01,1952,2,0.8125,1,0.05,1,0.9,1,0.05
713,1952-01-01,1952,3,0.7256,1,0.84,2,0.16,0,0
731,1952-01-01,1952,1,1,0,0,1,1,0,0
732,1952-01-01,1952,1,1,0,0,1,1,0,0
740,1952-01-01,1952,5,0.94689304,1,0.006,4,0.9892,0,0
750,1952-01-01,1952,20,0.1297817,5,0.0105,15,0.9569,5,0.3405
760,1952-01-01,1952,2,0.3725,1,0.35,1,0.5,0,0
770,1952-01-01,1952,9,0.396853,4,0.61,5,0.379,0,0
775,1952-01-01,1952,12,0.477711,9,0.207,3,0.78,4,0.85
780,1952-01-01,1952,4,0.5201,3,0.29,1,0.7,0,0
790,1952-01-01,1952,6,0.2343,1,0.15,5,0.84,0,0
800,1952-01-01,1952,5,0.56855,3,0.18,2,0.75,0,0
840,1952-01-01,1952,4,0.746332,2,0.066,2,0.934,0,0
850,1952-01-01,1952,15,0.22507575,13,0.3079,2,0.48,12,0.2879
900,1952-01-01,1952,3,0.7076,2,0.06,1,0.84,0,0
920,1952-01-01,1952,4,0.761014,1,0.097,3,0.947,0,0
2,1953-01-01,1953,6,0.50985648,2,0.1318,4,0.8562,1,0.0078
20,1953-01-01,1953,3,0.4269,1,0.02,2,0.87,2,0.87
40,1953-01-01,1953,2,0.539762,1,0.359,1,0.641,0,0
41,1953-01-01,1953,1,1,0,0,1,1,0,0
42,1953-01-01,1953,1,1,0,0,1,1,0,0
70,1953-01-01,1953,4,0.664314,3,0.199,1,0.801,0,0
90,1953-01-01,1953,4,0.495638,1,0.515,3,0.485,0,0
91,1953-01-01,1953,3,0.833256,1,0.016,2,0.98,0,0
92,1953-01-01,1953,2,0.82,1,0.1,1,0.9,0,0
93,1953-01-01,1953,4,0.748929,3,0.127,1,0.86,0,0
94,1953-01-01,1953,3,0.707229,2,0.102,1,0.837,0,0
95,1953-01-01,1953,5,0.661434,2,0.155,3,0.843,1,0.015
100,1953-01-01,1953,3,0.586956,1,0.034,2,0.96,0,0
101,1953-01-01,1953,3,0.735458,0,0,3,1,0,0
130,1953-01-01,1953,4,0.6734,3,0.19,1,0.81,0,0
135,1953-01-01,1953,4,0.403365,3,0.423,1,0.52,0,0
140,1953-01-01,1953,3,0.494116,0,0,3,0.994,0,0
145,1953-01-01,1953,4,0.3276,2,0.56,2,0.44,0,0
150,1953-01-01,1953,2,0.893425,1,0.02,1,0.945,0,0
155,1953-01-01,1953,3,0.83395,2,0.09,1,0.91,0,0
160,1953-01-01,1953,2,0.941125,1,0.015,1,0.97,0,0
165,1953-01-01,1953,2,0.830548,0,0,2,0.986,0,0
200,1953-01-01,1953,7,0.675039,2,0.022,5,0.977,1,0.01
205,1953-01-01,1953,1,1,0,0,1,1,0,0
210,1953-01-01,1953,1,1,0,0,1,1,0,0
211,1953-01-01,1953,3,0.5082,0,0,3,1,0,0
212,1953-01-01,1953,1,1,0,0,1,1,0,0
220,1953-01-01,1953,4,0.952644,2,0.01,2,0.98,0,0
221,1953-01-01,1953,NA,NA,NA,NA,NA,NA,NA,NA
223,1953-01-01,1953,NA,NA,NA,NA,NA,NA,NA,NA
225,1953-01-01,1953,3,0.45499,0,0,3,0.938,3,0.938
230,1953-01-01,1953,5,0.497838,4,0.302,1,0.68,0,0
232,1953-01-01,1953,NA,NA,NA,NA,NA,NA,NA,NA
235,1953-01-01,1953,1,1,0,0,1,1,0,0
260,1953-01-01,1953,1,1,0,0,1,1,0,0
265,1953-01-01,1953,1,1,0,0,1,1,0,0
290,1953-01-01,1953,6,0.67612125,5,0.1715,1,0.81,0,0
305,1953-01-01,1953,2,0.864936,1,0.006,1,0.93,0,0
310,1953-01-01,1953,2,0.8125,1,0.05,1,0.9,0,0
315,1953-01-01,1953,4,0.487846,2,0.067,2,0.933,0,0
325,1953-01-01,1953,6,0.874796,5,0.039,1,0.935,4,0.038
331,1953-01-01,1953,NA,NA,NA,NA,NA,NA,NA,NA
339,1953-01-01,1953,3,0.9035,0,0,3,0.99,0,0
345,1953-01-01,1953,8,0.1985,3,0.21,5,0.72,6,0.82
350,1953-01-01,1953,4,0.922158,3,0.04,1,0.96,0,0
355,1953-01-01,1953,5,0.701693,0,0,5,0.999,0,0
360,1953-01-01,1953,4,0.80601,1,0.066,3,0.922,1,0.066
365,1953-01-01,1953,58,0.32332463,55,0.2316,3,0.7101,36,0.8845
375,1953-01-01,1953,2,0.8685,0,0,2,0.99,0,0
380,1953-01-01,1953,1,1,0,0,1,1,0,0
385,1953-01-01,1953,1,1,0,0,1,1,0,0
390,1953-01-01,1953,1,1,0,0,1,1,0,0
395,1953-01-01,1953,1,1,0,0,1,1,0,0
450,1953-01-01,1953,2,0.9608,1,0.98,1,0.02,0,0
530,1953-01-01,1953,11,0.21512605,6,0.4631,5,0.5364,0,0
560,1953-01-01,1953,5,0.608125,4,0.915,1,0.08,0,0
620,1953-01-01,1953,5,0.723186,1,0.001,4,0.999,0,0
630,1953-01-01,1953,11,0.32588291,7,0.1446,4,0.7745,0,0
640,1953-01-01,1953,3,0.59494356,2,0.1866,1,0.75,0,0
645,1953-01-01,1953,3,0.45375,1,0.17,2,0.81,0,0
651,1953-01-01,1953,3,0.83601802,2,0.0901,1,0.9099,0,0
652,1953-01-01,1953,5,0.4567,0,0,5,0.99,0,0
660,1953-01-01,1953,11,0.1912,4,0.13,7,0.87,0,0
663,1953-01-01,1953,3,0.4136,2,0.56,1,0.4,0,0
666,1953-01-01,1953,3,0.3926,1,0.14,2,0.86,0,0
670,1953-01-01,1953,4,0.2201,2,0.17,2,0.62,0,0
678,1953-01-01,1953,3,0.5742,2,0.71,1,0.29,0,0
698,1953-01-01,1953,1,0.5476,0,0,1,0.74,0,0
700,1953-01-01,1953,12,0.250214,2,0.117,10,0.809,0,0
710,1953-01-01,1953,35,0.88391721,14,0.0531,21,0.947,12,0.0478
712,1953-01-01,1953,2,0.8125,1,0.05,1,0.9,1,0.05
713,1953-01-01,1953,3,0.7256,1,0.84,2,0.16,0,0
731,1953-01-01,1953,1,1,0,0,1,1,0,0
732,1953-01-01,1953,1,1,0,0,1,1,0,0
740,1953-01-01,1953,5,0.94689304,1,0.006,4,0.9892,0,0
750,1953-01-01,1953,20,0.1297817,5,0.0105,15,0.9569,5,0.3405
760,1953-01-01,1953,2,0.3725,1,0.35,1,0.5,0,0
770,1953-01-01,1953,9,0.396853,4,0.61,5,0.379,0,0
775,1953-01-01,1953,12,0.477711,9,0.207,3,0.78,4,0.85
780,1953-01-01,1953,4,0.5201,3,0.29,1,0.7,0,0
790,1953-01-01,1953,6,0.2343,1,0.15,5,0.84,0,0
800,1953-01-01,1953,5,0.56855,3,0.18,2,0.75,0,0
811,1953-01-01,1953,6,0.6739,3,0.075,3,0.925,0,0
840,1953-01-01,1953,4,0.746332,2,0.066,2,0.934,0,0
850,1953-01-01,1953,15,0.22507575,13,0.3079,2,0.48,12,0.2879
900,1953-01-01,1953,3,0.7076,2,0.06,1,0.84,0,0
920,1953-01-01,1953,4,0.761014,1,0.097,3,0.947,0,0
2,1954-01-01,1954,6,0.50985648,2,0.1318,4,0.8562,1,0.0078
20,1954-01-01,1954,3,0.4269,1,0.02,2,0.87,2,0.87
40,1954-01-01,1954,2,0.539762,1,0.359,1,0.641,0,0
41,1954-01-01,1954,1,1,0,0,1,1,0,0
42,1954-01-01,1954,1,1,0,0,1,1,0,0
70,1954-01-01,1954,4,0.664314,3,0.199,1,0.801,0,0
90,1954-01-01,1954,4,0.495638,1,0.515,3,0.485,0,0
91,1954-01-01,1954,3,0.833256,1,0.016,2,0.98,0,0
92,1954-01-01,1954,2,0.82,1,0.1,1,0.9,0,0
93,1954-01-01,1954,4,0.748929,3,0.127,1,0.86,0,0
94,1954-01-01,1954,3,0.707229,2,0.102,1,0.837,0,0
95,1954-01-01,1954,5,0.661434,2,0.155,3,0.843,1,0.015
100,1954-01-01,1954,3,0.586956,1,0.034,2,0.96,0,0
101,1954-01-01,1954,3,0.735458,0,0,3,1,0,0
130,1954-01-01,1954,4,0.6734,3,0.19,1,0.81,0,0
135,1954-01-01,1954,4,0.403365,3,0.423,1,0.52,0,0
140,1954-01-01,1954,3,0.494116,0,0,3,0.994,0,0
145,1954-01-01,1954,4,0.3276,2,0.56,2,0.44,0,0
150,1954-01-01,1954,2,0.893425,1,0.02,1,0.945,0,0
155,1954-01-01,1954,3,0.83395,2,0.09,1,0.91,0,0
160,1954-01-01,1954,2,0.941125,1,0.015,1,0.97,0,0
165,1954-01-01,1954,2,0.830548,0,0,2,0.986,0,0
200,1954-01-01,1954,7,0.675039,2,0.022,5,0.977,1,0.01
205,1954-01-01,1954,1,1,0,0,1,1,0,0
210,1954-01-01,1954,1,1,0,0,1,1,0,0
211,1954-01-01,1954,3,0.5082,0,0,3,1,0,0
212,1954-01-01,1954,1,1,0,0,1,1,0,0
220,1954-01-01,1954,4,0.952644,2,0.01,2,0.98,0,0
221,1954-01-01,1954,NA,NA,NA,NA,NA,NA,NA,NA
223,1954-01-01,1954,NA,NA,NA,NA,NA,NA,NA,NA
225,1954-01-01,1954,3,0.45499,0,0,3,0.938,3,0.938
230,1954-01-01,1954,5,0.497838,4,0.302,1,0.68,0,0
232,1954-01-01,1954,NA,NA,NA,NA,NA,NA,NA,NA
235,1954-01-01,1954,1,1,0,0,1,1,0,0
260,1954-01-01,1954,1,1,0,0,1,1,0,0
265,1954-01-01,1954,1,1,0,0,1,1,0,0
290,1954-01-01,1954,6,0.67612125,5,0.1715,1,0.81,0,0
305,1954-01-01,1954,2,0.864936,1,0.006,1,0.93,0,0
310,1954-01-01,1954,2,0.8125,1,0.05,1,0.9,0,0
315,1954-01-01,1954,4,0.487846,2,0.067,2,0.933,0,0
325,1954-01-01,1954,6,0.874796,5,0.039,1,0.935,4,0.038
331,1954-01-01,1954,NA,NA,NA,NA,NA,NA,NA,NA
339,1954-01-01,1954,3,0.9035,0,0,3,0.99,0,0
345,1954-01-01,1954,8,0.1985,3,0.21,5,0.72,6,0.82
350,1954-01-01,1954,4,0.922158,3,0.04,1,0.96,0,0
355,1954-01-01,1954,5,0.701693,0,0,5,0.999,0,0
360,1954-01-01,1954,4,0.80601,1,0.066,3,0.922,1,0.066
365,1954-01-01,1954,58,0.32332463,55,0.2316,3,0.7101,36,0.8845
375,1954-01-01,1954,2,0.8685,0,0,2,0.99,0,0
380,1954-01-01,1954,1,1,0,0,1,1,0,0
385,1954-01-01,1954,1,1,0,0,1,1,0,0
390,1954-01-01,1954,1,1,0,0,1,1,0,0
395,1954-01-01,1954,1,1,0,0,1,1,0,0
450,1954-01-01,1954,2,0.9608,1,0.98,1,0.02,0,0
530,1954-01-01,1954,11,0.21512605,6,0.4631,5,0.5364,0,0
560,1954-01-01,1954,5,0.608125,4,0.915,1,0.08,0,0
620,1954-01-01,1954,5,0.723186,1,0.001,4,0.999,0,0
630,1954-01-01,1954,11,0.32588291,7,0.1446,4,0.7745,0,0
640,1954-01-01,1954,3,0.59494356,2,0.1866,1,0.75,0,0
645,1954-01-01,1954,3,0.45375,1,0.17,2,0.81,0,0
651,1954-01-01,1954,3,0.83601802,2,0.0901,1,0.9099,0,0
652,1954-01-01,1954,5,0.4567,0,0,5,0.99,0,0
660,1954-01-01,1954,11,0.1912,4,0.13,7,0.87,0,0
663,1954-01-01,1954,3,0.4136,2,0.56,1,0.4,0,0
666,1954-01-01,1954,3,0.3926,1,0.14,2,0.86,0,0
670,1954-01-01,1954,4,0.2201,2,0.17,2,0.62,0,0
678,1954-01-01,1954,3,0.5742,2,0.71,1,0.29,0,0
698,1954-01-01,1954,1,0.5476,0,0,1,0.74,0,0
700,1954-01-01,1954,12,0.250214,2,0.117,10,0.809,0,0
710,1954-01-01,1954,35,0.88391721,14,0.0531,21,0.947,12,0.0478
712,1954-01-01,1954,2,0.8125,1,0.05,1,0.9,1,0.05
713,1954-01-01,1954,3,0.7256,1,0.84,2,0.16,0,0
731,1954-01-01,1954,1,1,0,0,1,1,0,0
732,1954-01-01,1954,1,1,0,0,1,1,0,0
740,1954-01-01,1954,5,0.94689304,1,0.006,4,0.9892,0,0
750,1954-01-01,1954,20,0.1297817,5,0.0105,15,0.9569,6,0.3935
760,1954-01-01,1954,2,0.3725,1,0.35,1,0.5,0,0
770,1954-01-01,1954,9,0.396853,4,0.61,5,0.379,0,0
775,1954-01-01,1954,12,0.477711,9,0.207,3,0.78,4,0.85
780,1954-01-01,1954,4,0.5201,3,0.29,1,0.7,0,0
790,1954-01-01,1954,6,0.2343,1,0.15,5,0.84,0,0
800,1954-01-01,1954,5,0.56855,3,0.18,2,0.75,0,0
811,1954-01-01,1954,6,0.6739,3,0.075,3,0.925,0,0
812,1954-01-01,1954,6,0.307,3,0.37,3,0.63,2,0.25
816,1954-01-01,1954,8,0.632385956343256,1,0.0101729,7,0.86978671,1,0.0101729
817,1954-01-01,1954,2,0.610061,1,0.01,1,0.781,1,0.01
840,1954-01-01,1954,4,0.746332,2,0.066,2,0.934,0,0
850,1954-01-01,1954,15,0.22507575,13,0.3079,2,0.48,12,0.2879
900,1954-01-01,1954,3,0.7076,2,0.06,1,0.84,0,0
920,1954-01-01,1954,4,0.761014,1,0.097,3,0.947,0,0
2,1955-01-01,1955,6,0.50985648,2,0.1318,4,0.8562,1,0.0078
20,1955-01-01,1955,3,0.4269,1,0.02,2,0.87,2,0.87
40,1955-01-01,1955,2,0.539762,1,0.359,1,0.641,0,0
41,1955-01-01,1955,1,1,0,0,1,1,0,0
42,1955-01-01,1955,1,1,0,0,1,1,0,0
70,1955-01-01,1955,4,0.664314,3,0.199,1,0.801,0,0
90,1955-01-01,1955,4,0.495638,1,0.515,3,0.485,0,0
91,1955-01-01,1955,3,0.833256,1,0.016,2,0.98,0,0
92,1955-01-01,1955,2,0.82,1,0.1,1,0.9,0,0
93,1955-01-01,1955,4,0.748929,3,0.127,1,0.86,0,0
94,1955-01-01,1955,3,0.707229,2,0.102,1,0.837,0,0
95,1955-01-01,1955,5,0.661434,2,0.155,3,0.843,1,0.015
100,1955-01-01,1955,3,0.586956,1,0.034,2,0.96,0,0
101,1955-01-01,1955,3,0.735458,0,0,3,1,0,0
130,1955-01-01,1955,4,0.6734,3,0.19,1,0.81,0,0
135,1955-01-01,1955,4,0.403365,3,0.423,1,0.52,0,0
140,1955-01-01,1955,3,0.494116,0,0,3,0.994,0,0
145,1955-01-01,1955,4,0.3276,2,0.56,2,0.44,0,0
150,1955-01-01,1955,2,0.893425,1,0.02,1,0.945,0,0
155,1955-01-01,1955,3,0.83395,2,0.09,1,0.91,0,0
160,1955-01-01,1955,2,0.941125,1,0.015,1,0.97,0,0
165,1955-01-01,1955,2,0.830548,0,0,2,0.986,0,0
200,1955-01-01,1955,7,0.675039,2,0.022,5,0.977,1,0.01
205,1955-01-01,1955,1,1,0,0,1,1,0,0
210,1955-01-01,1955,1,1,0,0,1,1,0,0
211,1955-01-01,1955,3,0.5082,0,0,3,1,0,0
212,1955-01-01,1955,1,1,0,0,1,1,0,0
220,1955-01-01,1955,4,0.952644,2,0.01,2,0.98,0,0
221,1955-01-01,1955,NA,NA,NA,NA,NA,NA,NA,NA
223,1955-01-01,1955,NA,NA,NA,NA,NA,NA,NA,NA
225,1955-01-01,1955,3,0.45499,0,0,3,0.938,3,0.938
230,1955-01-01,1955,5,0.497838,4,0.302,1,0.68,0,0
232,1955-01-01,1955,NA,NA,NA,NA,NA,NA,NA,NA
235,1955-01-01,1955,1,1,0,0,1,1,0,0
260,1955-01-01,1955,1,1,0,0,1,1,0,0
265,1955-01-01,1955,1,1,0,0,1,1,0,0
290,1955-01-01,1955,6,0.67612125,5,0.1715,1,0.81,0,0
305,1955-01-01,1955,2,0.864936,1,0.006,1,0.93,0,0
310,1955-01-01,1955,2,0.8125,1,0.05,1,0.9,0,0
315,1955-01-01,1955,4,0.487846,2,0.067,2,0.933,0,0
325,1955-01-01,1955,6,0.874796,5,0.039,1,0.935,4,0.038
331,1955-01-01,1955,NA,NA,NA,NA,NA,NA,NA,NA
339,1955-01-01,1955,3,0.9035,0,0,3,0.99,0,0
345,1955-01-01,1955,8,0.1985,3,0.21,5,0.72,6,0.82
350,1955-01-01,1955,4,0.922158,3,0.04,1,0.96,0,0
355,1955-01-01,1955,5,0.701693,0,0,5,0.999,0,0
360,1955-01-01,1955,4,0.80601,1,0.066,3,0.922,1,0.066
365,1955-01-01,1955,58,0.32332463,55,0.2316,3,0.7101,36,0.8845
375,1955-01-01,1955,2,0.8685,0,0,2,0.99,0,0
380,1955-01-01,1955,1,1,0,0,1,1,0,0
385,1955-01-01,1955,1,1,0,0,1,1,0,0
390,1955-01-01,1955,1,1,0,0,1,1,0,0
395,1955-01-01,1955,1,1,0,0,1,1,0,0
450,1955-01-01,1955,2,0.9608,1,0.98,1,0.02,0,0
