Variables
lag0_v2lgotovst
lag0_v2lgcrrpt
lag0_v2lgoppart
lag0_v2lgfunds
lag0_v2lgdsadlobin
lag0_v2lglegplo
lag0_v2lgcomslo
lag0_v2lgsrvlo
lag0_v2ex_hosw
lag0_v2dlreason
lag0_v2dlcommon
lag0_v2dlcountr
lag0_v2dlconslt
lag0_v2dlengage
lag0_v2dlencmps
lag0_v2dlunivl
lag0_v2jureform
lag0_v2jupurge
lag0_v2jupoatck
lag0_v2jupack
lag0_v2juaccnt
lag0_v2jucorrdc
lag0_v2juhcind
lag0_v2juncind
lag0_v2juhccomp
lag0_v2jucomp
lag0_v2jureview
lag0_v2clacfree
lag0_v2clrelig
lag0_v2cltort
lag0_v2clkill
lag0_v2cltrnslw
lag0_v2clrspct
lag0_v2clfmove
lag0_v2cldmovem
lag0_v2cldmovew
lag0_v2cldiscm
lag0_v2cldiscw
lag0_v2clslavem
lag0_v2clslavef
lag0_v2clstown
lag0_v2clprptym
lag0_v2clprptyw
lag0_v2clacjstm
lag0_v2clacjstw
lag0_v2clacjust
lag0_v2clsocgrp
lag0_v2clrgunev
lag0_v2svdomaut
lag0_v2svinlaut
lag0_v2svstterr
lag0_v2cseeorgs
lag0_v2csreprss
lag0_v2cscnsult
lag0_v2csprtcpt
lag0_v2csgender
lag0_v2csantimv
lag0_v2csrlgrep
lag0_v2csrlgcon
lag0_v2mecenefm
lag0_v2mecrit
lag0_v2merange
lag0_v2meharjrn
lag0_v2meslfcen
lag0_v2mebias
lag0_v2mecorrpt
lag0_v2pepwrses
lag0_v2pepwrsoc
lag0_v2pepwrgen
lag0_v2pepwrort
lag0_v2peedueq
lag0_v2pehealth
lag0_diff_year_prior_v2x_polyarchy
lag0_diff_year_prior_v2x_liberal
lag0_diff_year_prior_v2xdl_delib
lag0_diff_year_prior_v2x_jucon
lag0_diff_year_prior_v2x_frassoc_thick
lag0_diff_year_prior_v2xel_frefair
lag0_diff_year_prior_v2x_elecoff
lag0_diff_year_prior_v2xlg_legcon
lag0_diff_year_prior_v2x_partip
lag0_diff_year_prior_v2x_cspart
lag0_diff_year_prior_v2x_egal
lag0_diff_year_prior_v2xeg_eqprotec
lag0_diff_year_prior_v2xeg_eqaccess
lag0_diff_year_prior_v2xeg_eqdr
lag0_diff_year_prior_v2x_diagacc
lag0_diff_year_prior_v2xex_elecleg
lag0_diff_year_prior_v2x_civlib
lag0_diff_year_prior_v2x_clphy
lag0_diff_year_prior_v2x_clpol
lag0_diff_year_prior_v2x_clpriv
lag0_diff_year_prior_v2x_corr
lag0_diff_year_prior_v2x_EDcomp_thick
lag0_diff_year_prior_v2x_elecreg
lag0_diff_year_prior_v2x_freexp
lag0_diff_year_prior_v2x_gencl
lag0_diff_year_prior_v2x_gencs
lag0_diff_year_prior_v2x_hosabort
lag0_diff_year_prior_v2x_hosinter
lag0_diff_year_prior_v2x_rule
lag0_diff_year_prior_v2xcl_acjst
lag0_diff_year_prior_v2xcl_disc
lag0_diff_year_prior_v2xcl_dmove
lag0_diff_year_prior_v2xcl_prpty
lag0_diff_year_prior_v2xcl_slave
lag0_diff_year_prior_v2xel_elecparl
lag0_diff_year_prior_v2xel_elecpres
lag0_diff_year_prior_v2xex_elecreg
lag0_diff_year_prior_v2xlg_elecreg
lag0_diff_year_prior_v2ex_legconhog
lag0_diff_year_prior_v2ex_legconhos
lag0_diff_year_prior_v2x_ex_confidence
lag0_diff_year_prior_v2x_ex_direlect
lag0_diff_year_prior_v2x_ex_hereditary
lag0_diff_year_prior_v2x_ex_military
lag0_diff_year_prior_v2x_ex_party
lag0_diff_year_prior_v2x_execorr
lag0_diff_year_prior_v2x_legabort
lag0_diff_year_prior_v2xlg_leginter
lag0_diff_year_prior_v2x_neopat
lag0_diff_year_prior_v2xnp_client
lag0_diff_year_prior_v2xnp_pres
lag0_diff_year_prior_v2xnp_regcorr
lag0_diff_year_prior_v2elvotbuy
lag0_diff_year_prior_v2elfrcamp
lag0_diff_year_prior_v2elpdcamp
lag0_diff_year_prior_v2elpaidig
lag0_diff_year_prior_v2elmonref
lag0_diff_year_prior_v2elmonden
lag0_diff_year_prior_v2elrgstry
lag0_diff_year_prior_v2elirreg
lag0_diff_year_prior_v2elintim
lag0_diff_year_prior_v2elpeace
lag0_diff_year_prior_v2elfrfair
lag0_diff_year_prior_v2elmulpar
lag0_diff_year_prior_v2elboycot
lag0_diff_year_prior_v2elaccept
lag0_diff_year_prior_v2elasmoff
lag0_diff_year_prior_v2eldonate
lag0_diff_year_prior_v2elpubfin
lag0_diff_year_prior_v2ellocumul
lag0_diff_year_prior_v2elprescons
lag0_diff_year_prior_v2elprescumul
lag0_diff_year_prior_v2elembaut
lag0_diff_year_prior_v2elembcap
lag0_diff_year_prior_v2elreggov
lag0_diff_year_prior_v2ellocgov
lag0_diff_year_prior_v2ellocons
lag0_diff_year_prior_v2elrsthos
lag0_diff_year_prior_v2elrstrct
lag0_diff_year_prior_v2psparban
lag0_diff_year_prior_v2psbars
lag0_diff_year_prior_v2psoppaut
lag0_diff_year_prior_v2psorgs
lag0_diff_year_prior_v2psprbrch
lag0_diff_year_prior_v2psprlnks
lag0_diff_year_prior_v2psplats
lag0_diff_year_prior_v2pscnslnl
lag0_diff_year_prior_v2pscohesv
lag0_diff_year_prior_v2pscomprg
lag0_diff_year_prior_v2psnatpar
lag0_diff_year_prior_v2pssunpar
lag0_diff_year_prior_v2exremhsp
lag0_diff_year_prior_v2exdfdshs
lag0_diff_year_prior_v2exdfcbhs
lag0_diff_year_prior_v2exdfvths
lag0_diff_year_prior_v2exdfdmhs
lag0_diff_year_prior_v2exdfpphs
lag0_diff_year_prior_v2exhoshog
lag0_diff_year_prior_v2exrescon
lag0_diff_year_prior_v2exbribe
lag0_diff_year_prior_v2exembez
lag0_diff_year_prior_v2excrptps
lag0_diff_year_prior_v2exthftps
lag0_diff_year_prior_v2ex_elechos
lag0_diff_year_prior_v2ex_hogw
lag0_diff_year_prior_v2expathhs
lag0_diff_year_prior_v2lgbicam
lag0_diff_year_prior_v2lgqstexp
lag0_diff_year_prior_v2lginvstp
lag0_diff_year_prior_v2lgotovst
lag0_diff_year_prior_v2lgcrrpt
lag0_diff_year_prior_v2lgoppart
lag0_diff_year_prior_v2lgfunds
lag0_diff_year_prior_v2lgdsadlobin
lag0_diff_year_prior_v2lglegplo
lag0_diff_year_prior_v2lgcomslo
lag0_diff_year_prior_v2lgsrvlo
lag0_diff_year_prior_v2ex_hosw
lag0_diff_year_prior_v2dlreason
lag0_diff_year_prior_v2dlcommon
lag0_diff_year_prior_v2dlcountr
lag0_diff_year_prior_v2dlconslt
lag0_diff_year_prior_v2dlengage
lag0_diff_year_prior_v2dlencmps
lag0_diff_year_prior_v2dlunivl
lag0_diff_year_prior_v2jureform
lag0_diff_year_prior_v2jupurge
lag0_diff_year_prior_v2jupoatck
lag0_diff_year_prior_v2jupack
lag0_diff_year_prior_v2juaccnt
lag0_diff_year_prior_v2jucorrdc
lag0_diff_year_prior_v2juhcind
lag0_diff_year_prior_v2juncind
lag0_diff_year_prior_v2juhccomp
lag0_diff_year_prior_v2jucomp
lag0_diff_year_prior_v2jureview
lag0_diff_year_prior_v2clacfree
lag0_diff_year_prior_v2clrelig
lag0_diff_year_prior_v2cltort
lag0_diff_year_prior_v2clkill
lag0_diff_year_prior_v2cltrnslw
lag0_diff_year_prior_v2clrspct
lag0_diff_year_prior_v2clfmove
lag0_diff_year_prior_v2cldmovem
lag0_diff_year_prior_v2cldmovew
lag0_diff_year_prior_v2cldiscm
lag0_diff_year_prior_v2cldiscw
lag0_diff_year_prior_v2clslavem
lag0_diff_year_prior_v2clslavef
lag0_diff_year_prior_v2clstown
lag0_diff_year_prior_v2clprptym
lag0_diff_year_prior_v2clprptyw
lag0_diff_year_prior_v2clacjstm
lag0_diff_year_prior_v2clacjstw
lag0_diff_year_prior_v2clacjust
lag0_diff_year_prior_v2clsocgrp
lag0_diff_year_prior_v2clrgunev
lag0_diff_year_prior_v2svdomaut
lag0_diff_year_prior_v2svinlaut
lag0_diff_year_prior_v2svstterr
lag0_diff_year_prior_v2cseeorgs
lag0_diff_year_prior_v2csreprss
lag0_diff_year_prior_v2cscnsult
lag0_diff_year_prior_v2csprtcpt
lag0_diff_year_prior_v2csgender
lag0_diff_year_prior_v2csantimv
lag0_diff_year_prior_v2csrlgrep
lag0_diff_year_prior_v2csrlgcon
lag0_diff_year_prior_v2mecenefm
lag0_diff_year_prior_v2mecrit
lag0_diff_year_prior_v2merange
lag0_diff_year_prior_v2meharjrn
lag0_diff_year_prior_v2meslfcen
lag0_diff_year_prior_v2mebias
lag0_diff_year_prior_v2mecorrpt
lag0_diff_year_prior_v2pepwrses
lag0_diff_year_prior_v2pepwrsoc
lag0_diff_year_prior_v2pepwrgen
lag0_diff_year_prior_v2pepwrort
lag0_diff_year_prior_v2peedueq
lag0_diff_year_prior_v2pehealth
lag0_state_age
lag0_log_state_age
lag0_pop
lag0_log_pop
lag2_infmort
lag2_gdp_growth
lag2_gdp_pc_growth
lag2_log_gdp
lag2_log_gdp_pc
lag2_epr_groups
lag2_epr_elf
lag2_epr_excluded_groups_count
lag2_epr_excluded_group_pop
lag2_epr_inpower_groups_count
lag2_epr_inpower_groups_pop
lag2_epr_regaut_groups_count
lag2_epr_regaut_group_pop
lag0_pt_attempt
lag0_pt_attempt_num
lag0_pt_coup_num
lag0_pt_coup
lag0_pt_failed_num
lag0_pt_failed
lag0_pt_coup_total
lag0_pt_failed_total
lag0_pt_attempt_total
lag0_pt_coup_num5yrs
lag0_pt_failed_num5yrs
lag0_pt_attempt_num5yrs
lag0_pt_coup_num10yrs
lag0_pt_failed_num10yrs
lag0_pt_attempt_num10yrs
lag0_years_since_last_pt_coup
lag0_years_since_last_pt_failed
lag0_years_since_last_pt_attempt
lag1_internal_confl
lag1_internal_confl_major
lag1_internal_confl_minor
lag1_internal_confl_part
lag1_internal_confl_part_major
lag1_internal_confl_part_minor
lag1_war
lag1_war_major
lag1_war_minor
lag1_any_conflict
lag1_any_conflict_major
lag1_any_conflict_minor
lag1_ext_conf
lag1_ext_conf_major
lag1_ext_conf_minor
lag1_ldr_age
lag1_ldr_yr_in_power
lag1_ldr_irr_entry
lag1_ldr_male
lag1_ldr_imputed
